,연도,월,시도,주택가격변동률,사용량,위도,경도
446,2011,3,인천광역시,0.15,1925528,37.455307,126.70392
447,2011,4,인천광역시,0.06,1859019,37.455307,126.70392
448,2011,5,인천광역시,-0.08,1748862,37.455307,126.70392
449,2011,6,인천광역시,-0.15,1753742,37.455307,126.70392
450,2011,7,인천광역시,-0.2,1783544,37.455307,126.70392
451,2011,8,인천광역시,-0.29,1849160,37.455307,126.70392
452,2011,9,인천광역시,-0.28,1752984,37.455307,126.70392
453,2011,10,인천광역시,-0.36,1769220,37.455307,126.70392
454,2011,11,인천광역시,-0.35,1792105,37.455307,126.70392
455,2011,12,인천광역시,-0.2,1962683,37.455307,126.70392
456,2012,1,인천광역시,-0.14,2070192,37.455307,126.70392
457,2012,2,인천광역시,-0.15,2070475,37.455307,126.70392
458,2012,3,인천광역시,-0.21,1938203,37.455307,126.70392
459,2012,4,인천광역시,-0.12,1847382,37.455307,126.70392
460,2012,5,인천광역시,-0.36,1757729,37.455307,126.70392
461,2012,6,인천광역시,-0.42,1779877,37.455307,126.70392
462,2012,7,인천광역시,-0.49,1829867,37.455307,126.70392
463,2012,8,인천광역시,-0.5,1943473,37.455307,126.70392
464,2012,9,인천광역시,-0.5,1806302,37.455307,126.70392
465,2012,10,인천광역시,-0.49,1701322,37.455307,126.70392
466,2012,11,인천광역시,-0.41,1850798,37.455307,126.70392
467,2012,12,인천광역시,-0.65,2056325,37.455307,126.70392
468,2013,1,인천광역시,-0.64,2193461,37.455307,126.70392
469,2013,2,인천광역시,-0.48,1981709,37.455307,126.70392
470,2013,3,인천광역시,-0.43,1914157,37.455307,126.70392
471,2013,4,인천광역시,0.16,1858262,37.455307,126.70392
472,2013,5,인천광역시,0.02,1767068,37.455307,126.70392
473,2013,6,인천광역시,-0.02,1784636,37.455307,126.70392
474,2013,7,인천광역시,-0.1,1875985,37.455307,126.70392
475,2013,8,인천광역시,-0.14,1930205,37.455307,126.70392
476,2013,9,인천광역시,0.0,1816536,37.455307,126.70392
477,2013,10,인천광역시,0.35,1733855,37.455307,126.70392
478,2013,11,인천광역시,0.32,1827736,37.455307,126.70392
479,2013,12,인천광역시,0.12,1989830,37.455307,126.70392
480,2014,1,인천광역시,0.05,2073838,37.455307,126.70392
481,2014,2,인천광역시,0.15,1927635,37.455307,126.70392
482,2014,3,인천광역시,0.33,1876836,37.455307,126.70392
483,2014,4,인천광역시,0.13,1815977,37.455307,126.70392
484,2014,5,인천광역시,0.04,1733900,37.455307,126.70392
485,2014,6,인천광역시,-0.02,1804931,37.455307,126.70392
486,2014,7,인천광역시,0.02,1933604,37.455307,126.70392
487,2014,8,인천광역시,0.07,1911112,37.455307,126.70392
488,2014,9,인천광역시,0.22,1812648,37.455307,126.70392
489,2014,10,인천광역시,0.22,1823647,37.455307,126.70392
490,2014,11,인천광역시,0.15,1822629,37.455307,126.70392
491,2014,12,인천광역시,0.08,2041291,37.455307,126.70392
492,2015,1,인천광역시,0.08,2170984,37.455307,126.70392
493,2015,2,인천광역시,0.16,1944363,37.455307,126.70392
494,2015,3,인천광역시,0.37,1959769,37.455307,126.70392
495,2015,4,인천광역시,0.5,1913281,37.455307,126.70392
496,2015,5,인천광역시,0.38,1796751,37.455307,126.70392
497,2015,6,인천광역시,0.44,1856934,37.455307,126.70392
498,2015,7,인천광역시,0.29,1903269,37.455307,126.70392
499,2015,8,인천광역시,0.23,2060394,37.455307,126.70392
500,2015,9,인천광역시,0.25,1882874,37.455307,126.70392
501,2015,10,인천광역시,0.24,1819691,37.455307,126.70392
502,2015,11,인천광역시,0.23,1879980,37.455307,126.70392
503,2015,12,인천광역시,0.15,2023477,37.455307,126.70392
504,2016,1,인천광역시,0.01,2160095,37.455307,126.70392
505,2016,2,인천광역시,-0.03,2022911,37.455307,126.70392
506,2016,3,인천광역시,0.0,2033501,37.455307,126.70392
507,2016,4,인천광역시,0.0,1903770,37.455307,126.70392
508,2016,5,인천광역시,0.05,1844211,37.455307,126.70392
509,2016,6,인천광역시,0.1,1901027,37.455307,126.70392
510,2016,7,인천광역시,0.09,2018624,37.455307,126.70392
511,2016,8,인천광역시,0.15,2159497,37.455307,126.70392
512,2016,9,인천광역시,0.08,1946465,37.455307,126.70392
513,2016,10,인천광역시,0.12,1820561,37.455307,126.70392
514,2016,11,인천광역시,0.13,1962339,37.455307,126.70392
515,2016,12,인천광역시,0.08,2102857,37.455307,126.70392
516,2017,1,인천광역시,-0.03,2171785,37.455307,126.70392
517,2017,2,인천광역시,-0.06,2146147,37.455307,126.70392
518,2017,3,인천광역시,0.04,2042082,37.455307,126.70392
519,2017,4,인천광역시,0.07,1945739,37.455307,126.70392
520,2017,5,인천광역시,0.08,1867276,37.455307,126.70392
521,2017,6,인천광역시,0.11,1938030,37.455307,126.70392
522,2017,7,인천광역시,0.14,2117650,37.455307,126.70392
523,2017,8,인천광역시,0.35,2225964,37.455307,126.70392
524,2017,9,인천광역시,0.29,2043139,37.455307,126.70392
525,2017,10,인천광역시,0.2,1820833,37.455307,126.70392
526,2017,11,인천광역시,0.18,1979776,37.455307,126.70392
527,2017,12,인천광역시,0.02,2216892,37.455307,126.70392
528,2018,1,인천광역시,0.01,2348574,37.455307,126.70392
529,2018,2,인천광역시,0.08,2195442,37.455307,126.70392
530,2018,3,인천광역시,0.07,2050296,37.455307,126.70392
531,2018,4,인천광역시,0.02,1959511,37.455307,126.70392
532,2018,5,인천광역시,-0.03,1865680,37.455307,126.70392
533,2018,6,인천광역시,0.01,1981285,37.455307,126.70392
534,2018,7,인천광역시,-0.08,2110535,37.455307,126.70392
535,2018,8,인천광역시,-0.17,2408422,37.455307,126.70392
536,2018,9,인천광역시,0.01,2019014,37.455307,126.70392
537,2018,10,인천광역시,0.15,1879956,37.455307,126.70392
538,2018,11,인천광역시,0.3,1956641,37.455307,126.70392
539,2018,12,인천광역시,0.32,2146569,37.455307,126.70392
540,2019,1,인천광역시,-0.04,2309124,37.455307,126.70392
541,2019,2,인천광역시,-0.05,2028323,37.455307,126.70392
542,2019,3,인천광역시,-0.05,2006746,37.455307,126.70392
543,2019,4,인천광역시,-0.05,1975424,37.455307,126.70392
544,2019,5,인천광역시,-0.03,1912787,37.455307,126.70392
545,2019,6,인천광역시,0.0,1897766,37.455307,126.70392
546,2019,7,인천광역시,-0.04,2039203,37.455307,126.70392
547,2019,8,인천광역시,-0.11,2226318,37.455307,126.70392
548,2019,9,인천광역시,0.16,2030427,37.455307,126.70392
549,2019,10,인천광역시,0.15,1821469,37.455307,126.70392
550,2019,11,인천광역시,0.22,1921931,37.455307,126.70392
551,2019,12,인천광역시,0.41,2111170,37.455307,126.70392
552,2020,1,인천광역시,0.2,2108033,37.455307,126.70392
553,2020,2,인천광역시,0.43,2062334,37.455307,126.70392
554,2020,3,인천광역시,1.61,1997984,37.455307,126.70392
555,2020,4,인천광역시,1.05,1884823,37.455307,126.70392
556,2020,5,인천광역시,0.59,1801113,37.455307,126.70392
557,2020,6,인천광역시,0.77,1873175,37.455307,126.70392
558,2020,7,인천광역시,0.47,1962282,37.455307,126.70392
559,2020,8,인천광역시,0.19,2075731,37.455307,126.70392
560,2020,9,인천광역시,0.21,2112103,37.455307,126.70392
561,2020,10,인천광역시,0.21,1783811,37.455307,126.70392
562,2020,11,인천광역시,0.42,1885452,37.455307,126.70392
563,2020,12,인천광역시,0.48,2091741,37.455307,126.70392
564,2021,1,인천광역시,0.72,2258624,37.455307,126.70392
565,2021,2,인천광역시,1.16,2089431,37.455307,126.70392
566,2021,3,인천광역시,1.31,2021302,37.455307,126.70392
567,2021,4,인천광역시,1.47,1952161,37.455307,126.70392
568,2021,5,인천광역시,1.42,1904260,37.455307,126.70392
569,2021,6,인천광역시,2.12,2000698,37.455307,126.70392
570,2021,7,인천광역시,1.33,2191297,37.455307,126.70392
571,2021,8,인천광역시,1.38,2387486,37.455307,126.70392
572,2021,9,인천광역시,1.46,2065171,37.455307,126.70392
573,2021,10,인천광역시,1.5,1925023,37.455307,126.70392
574,2021,11,인천광역시,0.94,1946417,37.455307,126.70392
575,2021,12,인천광역시,0.49,2159324,37.455307,126.70392
576,2010,1,광주광역시,0.07,712924,35.15484,126.836647
577,2010,2,광주광역시,0.09,682498,35.15484,126.836647
578,2010,3,광주광역시,-0.01,632293,35.15484,126.836647
579,2010,4,광주광역시,0.08,642843,35.15484,126.836647
580,2010,5,광주광역시,0.21,603935,35.15484,126.836647
581,2010,6,광주광역시,-0.02,605548,35.15484,126.836647
582,2010,7,광주광역시,-0.07,667137,35.15484,126.836647
583,2010,8,광주광역시,0.06,697066,35.15484,126.836647
584,2010,9,광주광역시,0.13,692544,35.15484,126.836647
585,2010,10,광주광역시,0.3,605233,35.15484,126.836647
586,2010,11,광주광역시,0.38,632721,35.15484,126.836647
587,2010,12,광주광역시,0.63,685316,35.15484,126.836647
588,2011,1,광주광역시,0.57,757197,35.15484,126.836647
589,2011,2,광주광역시,1.39,717292,35.15484,126.836647
590,2011,3,광주광역시,1.66,672951,35.15484,126.836647
591,2011,4,광주광역시,2.53,669154,35.15484,126.836647
592,2011,5,광주광역시,0.59,615840,35.15484,126.836647
593,2011,6,광주광역시,1.59,626417,35.15484,126.836647
594,2011,7,광주광역시,1.37,674555,35.15484,126.836647
595,2011,8,광주광역시,1.36,712046,35.15484,126.836647
596,2011,9,광주광역시,1.71,673056,35.15484,126.836647
597,2011,10,광주광역시,0.98,618928,35.15484,126.836647
598,2011,11,광주광역시,0.62,635724,35.15484,126.836647
599,2011,12,광주광역시,0.37,674224,35.15484,126.836647
600,2012,1,광주광역시,0.8,735756,35.15484,126.836647
601,2012,2,광주광역시,-0.03,737378,35.15484,126.836647
602,2012,3,광주광역시,0.51,696422,35.15484,126.836647
603,2012,4,광주광역시,0.25,675943,35.15484,126.836647
604,2012,5,광주광역시,0.47,626117,35.15484,126.836647
605,2012,6,광주광역시,0.52,628135,35.15484,126.836647
606,2012,7,광주광역시,0.15,660058,35.15484,126.836647
607,2012,8,광주광역시,-0.04,734889,35.15484,126.836647
608,2012,9,광주광역시,0.0,671096,35.15484,126.836647
609,2012,10,광주광역시,0.01,599532,35.15484,126.836647
610,2012,11,광주광역시,0.1,656591,35.15484,126.836647
611,2012,12,광주광역시,0.14,708574,35.15484,126.836647
612,2013,1,광주광역시,0.01,748024,35.15484,126.836647
613,2013,2,광주광역시,0.08,709493,35.15484,126.836647
614,2013,3,광주광역시,0.14,658528,35.15484,126.836647
615,2013,4,광주광역시,0.24,682512,35.15484,126.836647
616,2013,5,광주광역시,0.17,637641,35.15484,126.836647
617,2013,6,광주광역시,0.09,654744,35.15484,126.836647
618,2013,7,광주광역시,-0.03,707543,35.15484,126.836647
619,2013,8,광주광역시,-0.06,773392,35.15484,126.836647
620,2013,9,광주광역시,-0.02,702556,35.15484,126.836647
621,2013,10,광주광역시,0.08,630561,35.15484,126.836647
622,2013,11,광주광역시,0.14,653890,35.15484,126.836647
623,2013,12,광주광역시,0.02,715191,35.15484,126.836647
624,2014,1,광주광역시,0.02,753936,35.15484,126.836647
625,2014,2,광주광역시,0.21,723756,35.15484,126.836647
626,2014,3,광주광역시,0.06,683278,35.15484,126.836647
627,2014,4,광주광역시,0.12,671402,35.15484,126.836647
628,2014,5,광주광역시,0.05,623437,35.15484,126.836647
629,2014,6,광주광역시,0.03,651234,35.15484,126.836647
630,2014,7,광주광역시,0.12,692995,35.15484,126.836647
631,2014,8,광주광역시,0.1,717104,35.15484,126.836647
632,2014,9,광주광역시,0.14,668280,35.15484,126.836647
633,2014,10,광주광역시,0.17,629549,35.15484,126.836647
634,2014,11,광주광역시,0.15,655913,35.15484,126.836647
635,2014,12,광주광역시,0.25,726392,35.15484,126.836647
636,2015,1,광주광역시,0.27,776667,35.15484,126.836647
637,2015,2,광주광역시,0.29,741223,35.15484,126.836647
638,2015,3,광주광역시,0.57,686980,35.15484,126.836647
639,2015,4,광주광역시,1.06,682684,35.15484,126.836647
640,2015,5,광주광역시,0.59,628402,35.15484,126.836647
641,2015,6,광주광역시,0.71,645195,35.15484,126.836647
642,2015,7,광주광역시,0.44,714512,35.15484,126.836647
643,2015,8,광주광역시,0.34,754560,35.15484,126.836647
644,2015,9,광주광역시,0.26,696736,35.15484,126.836647
645,2015,10,광주광역시,0.41,637335,35.15484,126.836647
646,2015,11,광주광역시,0.54,660658,35.15484,126.836647
647,2015,12,광주광역시,0.21,708920,35.15484,126.836647
648,2016,1,광주광역시,0.07,753434,35.15484,126.836647
649,2016,2,광주광역시,0.03,756943,35.15484,126.836647
650,2016,3,광주광역시,0.06,714023,35.15484,126.836647
651,2016,4,광주광역시,0.13,675078,35.15484,126.836647
652,2016,5,광주광역시,0.01,630983,35.15484,126.836647
653,2016,6,광주광역시,-0.04,675463,35.15484,126.836647
654,2016,7,광주광역시,-0.07,731855,35.15484,126.836647
655,2016,8,광주광역시,-0.06,813713,35.15484,126.836647
656,2016,9,광주광역시,-0.02,742389,35.15484,126.836647
657,2016,10,광주광역시,0.06,650524,35.15484,126.836647
658,2016,11,광주광역시,0.08,679694,35.15484,126.836647
659,2016,12,광주광역시,0.1,734270,35.15484,126.836647
660,2017,1,광주광역시,0.08,765086,35.15484,126.836647
661,2017,2,광주광역시,0.03,773394,35.15484,126.836647
662,2017,3,광주광역시,0.01,717911,35.15484,126.836647
663,2017,4,광주광역시,0.05,698719,35.15484,126.836647
664,2017,5,광주광역시,0.12,634699,35.15484,126.836647
665,2017,6,광주광역시,0.07,677388,35.15484,126.836647
666,2017,7,광주광역시,0.18,761988,35.15484,126.836647
667,2017,8,광주광역시,0.21,833272,35.15484,126.836647
668,2017,9,광주광역시,0.2,758365,35.15484,126.836647
669,2017,10,광주광역시,0.24,631753,35.15484,126.836647
670,2017,11,광주광역시,0.08,680055,35.15484,126.836647
671,2017,12,광주광역시,0.05,751019,35.15484,126.836647
672,2018,1,광주광역시,0.15,807536,35.15484,126.836647
673,2018,2,광주광역시,0.16,798506,35.15484,126.836647
674,2018,3,광주광역시,0.23,698660,35.15484,126.836647
675,2018,4,광주광역시,0.21,685493,35.15484,126.836647
676,2018,5,광주광역시,0.2,648945,35.15484,126.836647
677,2018,6,광주광역시,0.14,688052,35.15484,126.836647
678,2018,7,광주광역시,0.27,753263,35.15484,126.836647
679,2018,8,광주광역시,0.29,893915,35.15484,126.836647
680,2018,9,광주광역시,0.67,765904,35.15484,126.836647
681,2018,10,광주광역시,0.61,644127,35.15484,126.836647
682,2018,11,광주광역시,0.46,672600,35.15484,126.836647
683,2018,12,광주광역시,0.42,716811,35.15484,126.836647
684,2019,1,광주광역시,0.18,801473,35.15484,126.836647
685,2019,2,광주광역시,0.14,741799,35.15484,126.836647
686,2019,3,광주광역시,0.07,682608,35.15484,126.836647
687,2019,4,광주광역시,0.04,706907,35.15484,126.836647
688,2019,5,광주광역시,-0.02,653102,35.15484,126.836647
689,2019,6,광주광역시,-0.04,673983,35.15484,126.836647
690,2019,7,광주광역시,-0.05,726581,35.15484,126.836647
691,2019,8,광주광역시,-0.01,821995,35.15484,126.836647
692,2019,9,광주광역시,0.01,756642,35.15484,126.836647
693,2019,10,광주광역시,0.02,663822,35.15484,126.836647
694,2019,11,광주광역시,0.1,663133,35.15484,126.836647
695,2019,12,광주광역시,0.12,711251,35.15484,126.836647
696,2020,1,광주광역시,0.11,756532,35.15484,126.836647
697,2020,2,광주광역시,0.12,740068,35.15484,126.836647
698,2020,3,광주광역시,0.08,696886,35.15484,126.836647
699,2020,4,광주광역시,0.03,660659,35.15484,126.836647
700,2020,5,광주광역시,-0.01,610865,35.15484,126.836647
701,2020,6,광주광역시,-0.01,685306,35.15484,126.836647
702,2020,7,광주광역시,0.04,723738,35.15484,126.836647
703,2020,8,광주광역시,0.07,785930,35.15484,126.836647
704,2020,9,광주광역시,0.1,810366,35.15484,126.836647
705,2020,10,광주광역시,0.09,644709,35.15484,126.836647
706,2020,11,광주광역시,0.23,681435,35.15484,126.836647
707,2020,12,광주광역시,1.08,734615,35.15484,126.836647
708,2021,1,광주광역시,0.57,811864,35.15484,126.836647
709,2021,2,광주광역시,0.4,767227,35.15484,126.836647
710,2021,3,광주광역시,0.34,697761,35.15484,126.836647
711,2021,4,광주광역시,0.45,696052,35.15484,126.836647
712,2021,5,광주광역시,0.47,659751,35.15484,126.836647
713,2021,6,광주광역시,0.97,713735,35.15484,126.836647
714,2021,7,광주광역시,0.73,790946,35.15484,126.836647
715,2021,8,광주광역시,0.85,876521,35.15484,126.836647
716,2021,9,광주광역시,0.81,781758,35.15484,126.836647
717,2021,10,광주광역시,0.95,705604,35.15484,126.836647
718,2021,11,광주광역시,0.77,710814,35.15484,126.836647
719,2021,12,광주광역시,0.52,761414,35.15484,126.836647
720,2010,1,대전광역시,0.63,826373,36.339403,127.396923
721,2010,2,대전광역시,0.93,778458,36.339403,127.396923
722,2010,3,대전광역시,0.5,716986,36.339403,127.396923
723,2010,4,대전광역시,0.62,724076,36.339403,127.396923
724,2010,5,대전광역시,0.68,664428,36.339403,127.396923
725,2010,6,대전광역시,0.28,684218,36.339403,127.396923
726,2010,7,대전광역시,0.18,748174,36.339403,127.396923
727,2010,8,대전광역시,0.47,800784,36.339403,127.396923
728,2010,9,대전광역시,0.44,770732,36.339403,127.396923
729,2010,10,대전광역시,0.74,668362,36.339403,127.396923
730,2010,11,대전광역시,0.85,705397,36.339403,127.396923
731,2010,12,대전광역시,1.1,779416,36.339403,127.396923
732,2011,1,대전광역시,0.99,877248,36.339403,127.396923
733,2011,2,대전광역시,1.71,825822,36.339403,127.396923
734,2011,3,대전광역시,1.54,757165,36.339403,127.396923
735,2011,4,대전광역시,1.56,739750,36.339403,127.396923
736,2011,5,대전광역시,-0.82,685169,36.339403,127.396923
737,2011,6,대전광역시,1.89,710217,36.339403,127.396923
738,2011,7,대전광역시,1.51,764457,36.339403,127.396923
739,2011,8,대전광역시,1.26,816201,36.339403,127.396923
740,2011,9,대전광역시,1.22,749635,36.339403,127.396923
741,2011,10,대전광역시,0.75,673068,36.339403,127.396923
742,2011,11,대전광역시,0.19,698819,36.339403,127.396923
743,2011,12,대전광역시,-0.06,762226,36.339403,127.396923
744,2012,1,대전광역시,-0.24,849569,36.339403,127.396923
745,2012,2,대전광역시,-0.33,846326,36.339403,127.396923
746,2012,3,대전광역시,-0.15,785989,36.339403,127.396923
747,2012,4,대전광역시,-0.24,745833,36.339403,127.396923
748,2012,5,대전광역시,-0.22,689589,36.339403,127.396923
749,2012,6,대전광역시,-0.62,711321,36.339403,127.396923
750,2012,7,대전광역시,-0.49,752158,36.339403,127.396923
751,2012,8,대전광역시,-0.64,835728,36.339403,127.396923
752,2012,9,대전광역시,-0.13,748795,36.339403,127.396923
753,2012,10,대전광역시,0.08,664620,36.339403,127.396923
754,2012,11,대전광역시,0.17,721467,36.339403,127.396923
755,2012,12,대전광역시,0.01,808709,36.339403,127.396923
756,2013,1,대전광역시,0.04,889173,36.339403,127.396923
757,2013,2,대전광역시,-0.07,824259,36.339403,127.396923
758,2013,3,대전광역시,0.05,752100,36.339403,127.396923
759,2013,4,대전광역시,0.2,744219,36.339403,127.396923
760,2013,5,대전광역시,0.07,706844,36.339403,127.396923
761,2013,6,대전광역시,0.0,726457,36.339403,127.396923
762,2013,7,대전광역시,-0.2,781617,36.339403,127.396923
763,2013,8,대전광역시,-0.26,848615,36.339403,127.396923
764,2013,9,대전광역시,-0.07,757394,36.339403,127.396923
765,2013,10,대전광역시,0.2,686707,36.339403,127.396923
766,2013,11,대전광역시,0.15,715260,36.339403,127.396923
767,2013,12,대전광역시,0.16,792494,36.339403,127.396923
768,2014,1,대전광역시,0.32,841296,36.339403,127.396923
769,2014,2,대전광역시,-0.02,806306,36.339403,127.396923
770,2014,3,대전광역시,0.03,757265,36.339403,127.396923
771,2014,4,대전광역시,-0.04,732896,36.339403,127.396923
772,2014,5,대전광역시,-0.12,690037,36.339403,127.396923
773,2014,6,대전광역시,-0.07,725186,36.339403,127.396923
774,2014,7,대전광역시,-0.01,782699,36.339403,127.396923
775,2014,8,대전광역시,0.08,798517,36.339403,127.396923
776,2014,9,대전광역시,0.18,734372,36.339403,127.396923
777,2014,10,대전광역시,0.2,699688,36.339403,127.396923
778,2014,11,대전광역시,0.07,724232,36.339403,127.396923
779,2014,12,대전광역시,0.03,810030,36.339403,127.396923
780,2015,1,대전광역시,0.04,875517,36.339403,127.396923
781,2015,2,대전광역시,0.03,815725,36.339403,127.396923
782,2015,3,대전광역시,0.12,761115,36.339403,127.396923
783,2015,4,대전광역시,0.04,746537,36.339403,127.396923
784,2015,5,대전광역시,0.03,698243,36.339403,127.396923
785,2015,6,대전광역시,0.01,735488,36.339403,127.396923
786,2015,7,대전광역시,-0.04,760448,36.339403,127.396923
787,2015,8,대전광역시,0.01,851386,36.339403,127.396923
788,2015,9,대전광역시,-0.03,769249,36.339403,127.396923
789,2015,10,대전광역시,0.07,691185,36.339403,127.396923
790,2015,11,대전광역시,0.1,704168,36.339403,127.396923
791,2015,12,대전광역시,-0.03,773675,36.339403,127.396923
792,2016,1,대전광역시,-0.06,846242,36.339403,127.396923
793,2016,2,대전광역시,-0.03,844537,36.339403,127.396923
794,2016,3,대전광역시,0.05,790757,36.339403,127.396923
795,2016,4,대전광역시,0.0,738081,36.339403,127.396923
796,2016,5,대전광역시,0.01,705223,36.339403,127.396923
797,2016,6,대전광역시,-0.02,751192,36.339403,127.396923
798,2016,7,대전광역시,0.02,801595,36.339403,127.396923
799,2016,8,대전광역시,0.03,907682,36.339403,127.396923
800,2016,9,대전광역시,0.03,792137,36.339403,127.396923
801,2016,10,대전광역시,0.05,696965,36.339403,127.396923
802,2016,11,대전광역시,0.09,717172,36.339403,127.396923
803,2016,12,대전광역시,0.09,788049,36.339403,127.396923
804,2017,1,대전광역시,0.12,848529,36.339403,127.396923
805,2017,2,대전광역시,0.06,848651,36.339403,127.396923
806,2017,3,대전광역시,0.08,779387,36.339403,127.396923
807,2017,4,대전광역시,0.09,748954,36.339403,127.396923
808,2017,5,대전광역시,0.03,700348,36.339403,127.396923
809,2017,6,대전광역시,0.04,741221,36.339403,127.396923
810,2017,7,대전광역시,0.08,826381,36.339403,127.396923
811,2017,8,대전광역시,0.23,895488,36.339403,127.396923
812,2017,9,대전광역시,0.19,787503,36.339403,127.396923
813,2017,10,대전광역시,0.19,680663,36.339403,127.396923
814,2017,11,대전광역시,0.27,730894,36.339403,127.396923
815,2017,12,대전광역시,0.1,835787,36.339403,127.396923
816,2018,1,대전광역시,0.14,905302,36.339403,127.396923
817,2018,2,대전광역시,0.15,885432,36.339403,127.396923
818,2018,3,대전광역시,0.11,784247,36.339403,127.396923
819,2018,4,대전광역시,0.06,752264,36.339403,127.396923
820,2018,5,대전광역시,-0.01,719715,36.339403,127.396923
821,2018,6,대전광역시,-0.01,758538,36.339403,127.396923
822,2018,7,대전광역시,0.02,824653,36.339403,127.396923
823,2018,8,대전광역시,0.16,979932,36.339403,127.396923
824,2018,9,대전광역시,0.18,816848,36.339403,127.396923
825,2018,10,대전광역시,0.57,694831,36.339403,127.396923
826,2018,11,대전광역시,0.63,727020,36.339403,127.396923
827,2018,12,대전광역시,0.5,800046,36.339403,127.396923
828,2019,1,대전광역시,0.25,884590,36.339403,127.396923
829,2019,2,대전광역시,0.12,814190,36.339403,127.396923
830,2019,3,대전광역시,0.06,759955,36.339403,127.396923
831,2019,4,대전광역시,0.02,753138,36.339403,127.396923
832,2019,5,대전광역시,0.21,707813,36.339403,127.396923
833,2019,6,대전광역시,0.36,732298,36.339403,127.396923
834,2019,7,대전광역시,0.35,786884,36.339403,127.396923
835,2019,8,대전광역시,0.77,898970,36.339403,127.396923
836,2019,9,대전광역시,0.94,826527,36.339403,127.396923
837,2019,10,대전광역시,1.22,728259,36.339403,127.396923
838,2019,11,대전광역시,1.17,722433,36.339403,127.396923
839,2019,12,대전광역시,1.15,800642,36.339403,127.396923
840,2020,1,대전광역시,1.26,853129,36.339403,127.396923
841,2020,2,대전광역시,1.1,830839,36.339403,127.396923
842,2020,3,대전광역시,1.3,771329,36.339403,127.396923
843,2020,4,대전광역시,0.89,720330,36.339403,127.396923
844,2020,5,대전광역시,0.43,685457,36.339403,127.396923
845,2020,6,대전광역시,2.19,756242,36.339403,127.396923
846,2020,7,대전광역시,0.82,799435,36.339403,127.396923
847,2020,8,대전광역시,0.75,851834,36.339403,127.396923
848,2020,9,대전광역시,1.19,873979,36.339403,127.396923
849,2020,10,대전광역시,0.81,729618,36.339403,127.396923
850,2020,11,대전광역시,1.02,713731,36.339403,127.396923
851,2020,12,대전광역시,1.41,819296,36.339403,127.396923
852,2021,1,대전광역시,1.15,912804,36.339403,127.396923
853,2021,2,대전광역시,1.26,847141,36.339403,127.396923
854,2021,3,대전광역시,1.18,771955,36.339403,127.396923
855,2021,4,대전광역시,1.03,751324,36.339403,127.396923
856,2021,5,대전광역시,0.94,708974,36.339403,127.396923
857,2021,6,대전광역시,1.13,774709,36.339403,127.396923
858,2021,7,대전광역시,0.82,862437,36.339403,127.396923
859,2021,8,대전광역시,1.05,965782,36.339403,127.396923
860,2021,9,대전광역시,0.84,830846,36.339403,127.396923
861,2021,10,대전광역시,0.87,754358,36.339403,127.396923
862,2021,11,대전광역시,0.57,753811,36.339403,127.396923
863,2021,12,대전광역시,0.15,814480,36.339403,127.396923
864,2010,1,울산광역시,0.24,2259608,35.553064,129.254432
865,2010,2,울산광역시,0.41,2042581,35.553064,129.254432
866,2010,3,울산광역시,0.26,2179708,35.553064,129.254432
867,2010,4,울산광역시,0.36,2170165,35.553064,129.254432
868,2010,5,울산광역시,0.42,2200352,35.553064,129.254432
869,2010,6,울산광역시,0.13,2165892,35.553064,129.254432
870,2010,7,울산광역시,0.13,2218722,35.553064,129.254432
871,2010,8,울산광역시,0.03,2290022,35.553064,129.254432
872,2010,9,울산광역시,0.19,2260645,35.553064,129.254432
873,2010,10,울산광역시,0.16,2168811,35.553064,129.254432
874,2010,11,울산광역시,0.46,2219654,35.553064,129.254432
875,2010,12,울산광역시,0.18,2339537,35.553064,129.254432
876,2011,1,울산광역시,0.59,2424031,35.553064,129.254432
877,2011,2,울산광역시,0.97,2121380,35.553064,129.254432
878,2011,3,울산광역시,1.48,2302130,35.553064,129.254432
879,2011,4,울산광역시,1.52,2326725,35.553064,129.254432
880,2011,5,울산광역시,0.38,2330604,35.553064,129.254432
881,2011,6,울산광역시,0.99,2370675,35.553064,129.254432
882,2011,7,울산광역시,0.72,2462805,35.553064,129.254432
883,2011,8,울산광역시,0.69,2382527,35.553064,129.254432
884,2011,9,울산광역시,0.95,2370648,35.553064,129.254432
885,2011,10,울산광역시,0.9,2361751,35.553064,129.254432
886,2011,11,울산광역시,1.8,2338561,35.553064,129.254432
887,2011,12,울산광역시,0.78,2406404,35.553064,129.254432
888,2012,1,울산광역시,0.9,2492260,35.553064,129.254432
889,2012,2,울산광역시,0.75,2398278,35.553064,129.254432
890,2012,3,울산광역시,0.62,2488226,35.553064,129.254432
891,2012,4,울산광역시,0.65,2344787,35.553064,129.254432
892,2012,5,울산광역시,0.58,2437236,35.553064,129.254432
893,2012,6,울산광역시,0.43,2394246,35.553064,129.254432
894,2012,7,울산광역시,-0.34,2498393,35.553064,129.254432
895,2012,8,울산광역시,-0.15,2457928,35.553064,129.254432
896,2012,9,울산광역시,-0.12,2458083,35.553064,129.254432
897,2012,10,울산광역시,0.03,2440296,35.553064,129.254432
898,2012,11,울산광역시,0.26,2397377,35.553064,129.254432
899,2012,12,울산광역시,-0.2,2555616,35.553064,129.254432
900,2013,1,울산광역시,-0.1,2600360,35.553064,129.254432
901,2013,2,울산광역시,-0.16,2307962,35.553064,129.254432
902,2013,3,울산광역시,-0.12,2359822,35.553064,129.254432
