,연월,시도,인구밀도,연도,월
665,2018.06,광주광역시,2915,2018,06
666,2018.07,광주광역시,2916,2018,07
667,2018.08,광주광역시,2917,2018,08
668,2018.09,광주광역시,2917,2018,09
669,2018.1,광주광역시,2917,2018,10
670,2018.11,광주광역시,2916,2018,11
671,2018.12,광주광역시,2912,2018,12
672,2019.01,광주광역시,2913,2019,01
673,2019.02,광주광역시,2912,2019,02
674,2019.03,광주광역시,2912,2019,03
675,2019.04,광주광역시,2912,2019,04
676,2019.05,광주광역시,2912,2019,05
677,2019.06,광주광역시,2912,2019,06
678,2019.07,광주광역시,2913,2019,07
679,2019.08,광주광역시,2913,2019,08
680,2019.09,광주광역시,2913,2019,09
681,2019.1,광주광역시,2912,2019,10
682,2019.11,광주광역시,2912,2019,11
683,2019.12,광주광역시,2907,2019,12
684,2020.01,광주광역시,2907,2020,01
685,2020.02,광주광역시,2906,2020,02
686,2020.03,광주광역시,2905,2020,03
687,2020.04,광주광역시,2906,2020,04
688,2020.05,광주광역시,2905,2020,05
689,2020.06,광주광역시,2904,2020,06
690,2020.07,광주광역시,2903,2020,07
691,2020.08,광주광역시,2902,2020,08
692,2020.09,광주광역시,2902,2020,09
693,2020.1,광주광역시,2900,2020,10
694,2020.11,광주광역시,2898,2020,11
695,2020.12,광주광역시,2894,2020,12
696,2021.01,광주광역시,2892,2021,01
697,2021.02,광주광역시,2890,2021,02
698,2021.03,광주광역시,2885,2021,03
699,2021.04,광주광역시,2883,2021,04
700,2021.05,광주광역시,2880,2021,05
701,2021.06,광주광역시,2879,2021,06
702,2021.07,광주광역시,2879,2021,07
703,2021.08,광주광역시,2878,2021,08
704,2021.09,광주광역시,2879,2021,09
705,2021.1,광주광역시,2879,2021,10
706,2021.11,광주광역시,2878,2021,11
707,2021.12,광주광역시,2877,2021,12
708,2022.01,광주광역시,2877,2022,01
709,2022.02,광주광역시,2874,2022,02
710,2022.03,광주광역시,2871,2022,03
711,2022.04,광주광역시,2868,2022,04
712,2022.05,광주광역시,2866,2022,05
713,2022.06,광주광역시,2865,2022,06
714,2022.07,광주광역시,2863,2022,07
715,2022.08,광주광역시,2863,2022,08
716,2022.09,광주광역시,2859,2022,09
717,2022.1,광주광역시,2859,2022,10
718,2022.11,광주광역시,2858,2022,11
719,2022.12,광주광역시,2856,2022,12
720,2011.01,대전광역시,2786,2011,01
721,2011.02,대전광역시,2789,2011,02
722,2011.03,대전광역시,2790,2011,03
723,2011.04,대전광역시,2792,2011,04
724,2011.05,대전광역시,2794,2011,05
725,2011.06,대전광역시,2796,2011,06
726,2011.07,대전광역시,2797,2011,07
727,2011.08,대전광역시,2799,2011,08
728,2011.09,대전광역시,2801,2011,09
729,2011.1,대전광역시,2803,2011,10
730,2011.11,대전광역시,2805,2011,11
731,2011.12,대전광역시,2806,2011,12
732,2012.01,대전광역시,2809,2012,01
733,2012.02,대전광역시,2812,2012,02
734,2012.03,대전광역시,2813,2012,03
735,2012.04,대전광역시,2815,2012,04
736,2012.05,대전광역시,2817,2012,05
737,2012.06,대전광역시,2819,2012,06
738,2012.07,대전광역시,2819,2012,07
739,2012.08,대전광역시,2818,2012,08
740,2012.09,대전광역시,2820,2012,09
741,2012.1,대전광역시,2821,2012,10
742,2012.11,대전광역시,2823,2012,11
743,2012.12,대전광역시,2823,2012,12
744,2013.01,대전광역시,2825,2013,01
745,2013.02,대전광역시,2828,2013,02
746,2013.03,대전광역시,2829,2013,03
747,2013.04,대전광역시,2830,2013,04
748,2013.05,대전광역시,2831,2013,05
749,2013.06,대전광역시,2832,2013,06
750,2013.07,대전광역시,2833,2013,07
751,2013.08,대전광역시,2835,2013,08
752,2013.09,대전광역시,2835,2013,09
753,2013.1,대전광역시,2837,2013,10
754,2013.11,대전광역시,2839,2013,11
755,2013.12,대전광역시,2838,2013,12
756,2014.01,대전광역시,2845,2014,01
757,2014.02,대전광역시,2846,2014,02
758,2014.03,대전광역시,2847,2014,03
759,2014.04,대전광역시,2848,2014,04
760,2014.05,대전광역시,2848,2014,05
761,2014.06,대전광역시,2849,2014,06
762,2014.07,대전광역시,2850,2014,07
763,2014.08,대전광역시,2850,2014,08
764,2014.09,대전광역시,2849,2014,09
765,2014.1,대전광역시,2847,2014,10
766,2014.11,대전광역시,2846,2014,11
767,2014.12,대전광역시,2841,2014,12
768,2015.01,대전광역시,2840,2015,01
769,2015.02,대전광역시,2837,2015,02
770,2015.03,대전광역시,2835,2015,03
771,2015.04,대전광역시,2833,2015,04
772,2015.05,대전광역시,2832,2015,05
773,2015.06,대전광역시,2830,2015,06
774,2015.07,대전광역시,2829,2015,07
775,2015.08,대전광역시,2827,2015,08
776,2015.09,대전광역시,2826,2015,09
777,2015.1,대전광역시,2824,2015,10
778,2015.11,대전광역시,2822,2015,11
779,2015.12,대전광역시,2817,2015,12
780,2016.01,대전광역시,2816,2016,01
781,2016.02,대전광역시,2815,2016,02
782,2016.03,대전광역시,2814,2016,03
783,2016.04,대전광역시,2814,2016,04
784,2016.05,대전광역시,2813,2016,05
785,2016.06,대전광역시,2813,2016,06
786,2016.07,대전광역시,2813,2016,07
787,2016.08,대전광역시,2812,2016,08
788,2016.09,대전광역시,2813,2016,09
789,2016.1,대전광역시,2812,2016,10
790,2016.11,대전광역시,2811,2016,11
791,2016.12,대전광역시,2809,2016,12
792,2017.01,대전광역시,2809,2017,01
793,2017.02,대전광역시,2808,2017,02
794,2017.03,대전광역시,2805,2017,03
795,2017.04,대전광역시,2804,2017,04
796,2017.05,대전광역시,2800,2017,05
797,2017.06,대전광역시,2798,2017,06
798,2017.07,대전광역시,2797,2017,07
799,2017.08,대전광역시,2796,2017,08
800,2017.09,대전광역시,2795,2017,09
801,2017.1,대전광역시,2793,2017,10
802,2017.11,대전광역시,2790,2017,11
803,2017.12,대전광역시,2787,2017,12
804,2018.01,대전광역시,2780,2018,01
805,2018.02,대전광역시,2776,2018,02
806,2018.03,대전광역시,2773,2018,03
807,2018.04,대전광역시,2770,2018,04
808,2018.05,대전광역시,2768,2018,05
809,2018.06,대전광역시,2768,2018,06
810,2018.07,대전광역시,2768,2018,07
811,2018.08,대전광역시,2767,2018,08
812,2018.09,대전광역시,2766,2018,09
813,2018.1,대전광역시,2764,2018,10
814,2018.11,대전광역시,2762,2018,11
815,2018.12,대전광역시,2759,2018,12
816,2019.01,대전광역시,2756,2019,01
817,2019.02,대전광역시,2754,2019,02
818,2019.03,대전광역시,2753,2019,03
819,2019.04,대전광역시,2750,2019,04
820,2019.05,대전광역시,2748,2019,05
821,2019.06,대전광역시,2746,2019,06
822,2019.07,대전광역시,2743,2019,07
823,2019.08,대전광역시,2741,2019,08
824,2019.09,대전광역시,2740,2019,09
825,2019.1,대전광역시,2737,2019,10
826,2019.11,대전광역시,2735,2019,11
827,2019.12,대전광역시,2731,2019,12
828,2020.01,대전광역시,2729,2020,01
829,2020.02,대전광역시,2728,2020,02
830,2020.03,대전광역시,2725,2020,03
831,2020.04,대전광역시,2725,2020,04
832,2020.05,대전광역시,2725,2020,05
833,2020.06,대전광역시,2724,2020,06
834,2020.07,대전광역시,2722,2020,07
835,2020.08,대전광역시,2721,2020,08
836,2020.09,대전광역시,2720,2020,09
837,2020.1,대전광역시,2717,2020,10
838,2020.11,대전광역시,2714,2020,11
839,2020.12,대전광역시,2710,2020,12
840,2021.01,대전광역시,2709,2021,01
841,2021.02,대전광역시,2707,2021,02
842,2021.03,대전광역시,2700,2021,03
843,2021.04,대전광역시,2699,2021,04
844,2021.05,대전광역시,2698,2021,05
845,2021.06,대전광역시,2696,2021,06
846,2021.07,대전광역시,2695,2021,07
847,2021.08,대전광역시,2693,2021,08
848,2021.09,대전광역시,2694,2021,09
849,2021.1,대전광역시,2693,2021,10
850,2021.11,대전광역시,2691,2021,11
851,2021.12,대전광역시,2689,2021,12
852,2022.01,대전광역시,2687,2022,01
853,2022.02,대전광역시,2686,2022,02
854,2022.03,대전광역시,2685,2022,03
855,2022.04,대전광역시,2684,2022,04
856,2022.05,대전광역시,2683,2022,05
857,2022.06,대전광역시,2682,2022,06
858,2022.07,대전광역시,2681,2022,07
859,2022.08,대전광역시,2681,2022,08
860,2022.09,대전광역시,2678,2022,09
861,2022.1,대전광역시,2679,2022,10
862,2022.11,대전광역시,2679,2022,11
863,2022.12,대전광역시,2677,2022,12
864,2011.01,울산광역시,1063,2011,01
865,2011.02,울산광역시,1063,2011,02
866,2011.03,울산광역시,1064,2011,03
867,2011.04,울산광역시,1065,2011,04
868,2011.05,울산광역시,1065,2011,05
869,2011.06,울산광역시,1066,2011,06
870,2011.07,울산광역시,1067,2011,07
871,2011.08,울산광역시,1067,2011,08
872,2011.09,울산광역시,1068,2011,09
873,2011.1,울산광역시,1069,2011,10
874,2011.11,울산광역시,1070,2011,11
875,2011.12,울산광역시,1071,2011,12
876,2012.01,울산광역시,1072,2012,01
877,2012.02,울산광역시,1072,2012,02
878,2012.03,울산광역시,1073,2012,03
879,2012.04,울산광역시,1075,2012,04
880,2012.05,울산광역시,1076,2012,05
881,2012.06,울산광역시,1076,2012,06
882,2012.07,울산광역시,1076,2012,07
883,2012.08,울산광역시,1077,2012,08
884,2012.09,울산광역시,1078,2012,09
885,2012.1,울산광역시,1080,2012,10
886,2012.11,울산광역시,1081,2012,11
887,2012.12,울산광역시,1082,2012,12
888,2013.01,울산광역시,1083,2013,01
889,2013.02,울산광역시,1083,2013,02
890,2013.03,울산광역시,1085,2013,03
891,2013.04,울산광역시,1085,2013,04
892,2013.05,울산광역시,1086,2013,05
893,2013.06,울산광역시,1086,2013,06
894,2013.07,울산광역시,1087,2013,07
895,2013.08,울산광역시,1088,2013,08
896,2013.09,울산광역시,1089,2013,09
897,2013.1,울산광역시,1089,2013,10
898,2013.11,울산광역시,1090,2013,11
899,2013.12,울산광역시,1091,2013,12
900,2014.01,울산광역시,1090,2014,01
901,2014.02,울산광역시,1091,2014,02
902,2014.03,울산광역시,1091,2014,03
903,2014.04,울산광역시,1092,2014,04
904,2014.05,울산광역시,1093,2014,05
905,2014.06,울산광역시,1094,2014,06
906,2014.07,울산광역시,1094,2014,07
907,2014.08,울산광역시,1095,2014,08
908,2014.09,울산광역시,1096,2014,09
909,2014.1,울산광역시,1096,2014,10
910,2014.11,울산광역시,1099,2014,11
911,2014.12,울산광역시,1099,2014,12
912,2015.01,울산광역시,1100,2015,01
913,2015.02,울산광역시,1100,2015,02
914,2015.03,울산광역시,1101,2015,03
915,2015.04,울산광역시,1102,2015,04
916,2015.05,울산광역시,1102,2015,05
917,2015.06,울산광역시,1102,2015,06
918,2015.07,울산광역시,1102,2015,07
919,2015.08,울산광역시,1103,2015,08
920,2015.09,울산광역시,1103,2015,09
921,2015.1,울산광역시,1105,2015,10
922,2015.11,울산광역시,1106,2015,11
923,2015.12,울산광역시,1106,2015,12
924,2016.01,울산광역시,1106,2016,01
925,2016.02,울산광역시,1105,2016,02
926,2016.03,울산광역시,1105,2016,03
927,2016.04,울산광역시,1105,2016,04
928,2016.05,울산광역시,1105,2016,05
929,2016.06,울산광역시,1105,2016,06
930,2016.07,울산광역시,1105,2016,07
931,2016.08,울산광역시,1105,2016,08
932,2016.09,울산광역시,1105,2016,09
933,2016.1,울산광역시,1105,2016,10
934,2016.11,울산광역시,1105,2016,11
935,2016.12,울산광역시,1104,2016,12
936,2017.01,울산광역시,1104,2017,01
937,2017.02,울산광역시,1102,2017,02
938,2017.03,울산광역시,1101,2017,03
939,2017.04,울산광역시,1101,2017,04
940,2017.05,울산광역시,1100,2017,05
941,2017.06,울산광역시,1100,2017,06
942,2017.07,울산광역시,1099,2017,07
943,2017.08,울산광역시,1098,2017,08
944,2017.09,울산광역시,1098,2017,09
945,2017.1,울산광역시,1098,2017,10
946,2017.11,울산광역시,1098,2017,11
947,2017.12,울산광역시,1098,2017,12
948,2018.01,울산광역시,1096,2018,01
949,2018.02,울산광역시,1095,2018,02
950,2018.03,울산광역시,1094,2018,03
951,2018.04,울산광역시,1093,2018,04
952,2018.05,울산광역시,1092,2018,05
953,2018.06,울산광역시,1091,2018,06
954,2018.07,울산광역시,1091,2018,07
955,2018.08,울산광역시,1090,2018,08
956,2018.09,울산광역시,1089,2018,09
957,2018.1,울산광역시,1089,2018,10
958,2018.11,울산광역시,1088,2018,11
959,2018.12,울산광역시,1088,2018,12
960,2019.01,울산광역시,1087,2019,01
961,2019.02,울산광역시,1086,2019,02
962,2019.03,울산광역시,1085,2019,03
963,2019.04,울산광역시,1085,2019,04
964,2019.05,울산광역시,1084,2019,05
965,2019.06,울산광역시,1084,2019,06
966,2019.07,울산광역시,1083,2019,07
967,2019.08,울산광역시,1083,2019,08
968,2019.09,울산광역시,1082,2019,09
969,2019.1,울산광역시,1082,2019,10
970,2019.11,울산광역시,1081,2019,11
971,2019.12,울산광역시,1080,2019,12
972,2020.01,울산광역시,1080,2020,01
973,2020.02,울산광역시,1078,2020,02
974,2020.03,울산광역시,1077,2020,03
975,2020.04,울산광역시,1077,2020,04
976,2020.05,울산광역시,1076,2020,05
977,2020.06,울산광역시,1075,2020,06
978,2020.07,울산광역시,1074,2020,07
979,2020.08,울산광역시,1073,2020,08
980,2020.09,울산광역시,1072,2020,09
981,2020.1,울산광역시,1072,2020,10
982,2020.11,울산광역시,1070,2020,11
983,2020.12,울산광역시,1069,2020,12
984,2021.01,울산광역시,1069,2021,01
985,2021.02,울산광역시,1066,2021,02
986,2021.03,울산광역시,1063,2021,03
987,2021.04,울산광역시,1062,2021,04
988,2021.05,울산광역시,1061,2021,05
989,2021.06,울산광역시,1060,2021,06
990,2021.07,울산광역시,1060,2021,07
991,2021.08,울산광역시,1058,2021,08
992,2021.09,울산광역시,1057,2021,09
993,2021.1,울산광역시,1057,2021,10
994,2021.11,울산광역시,1056,2021,11
995,2021.12,울산광역시,1056,2021,12
996,2022.01,울산광역시,1055,2022,01
997,2022.02,울산광역시,1054,2022,02
998,2022.03,울산광역시,1052,2022,03
999,2022.04,울산광역시,1051,2022,04
1000,2022.05,울산광역시,1051,2022,05
1001,2022.06,울산광역시,1050,2022,06
1002,2022.07,울산광역시,1049,2022,07
1003,2022.08,울산광역시,1048,2022,08
1004,2022.09,울산광역시,1047,2022,09
1005,2022.1,울산광역시,1046,2022,10
1006,2022.11,울산광역시,1046,2022,11
1007,2022.12,울산광역시,1045,2022,12
1008,2011.01,세종특별자치시,0,2011,01
1009,2011.02,세종특별자치시,0,2011,02
1010,2011.03,세종특별자치시,0,2011,03
1011,2011.04,세종특별자치시,0,2011,04
1012,2011.05,세종특별자치시,0,2011,05
1013,2011.06,세종특별자치시,0,2011,06
1014,2011.07,세종특별자치시,0,2011,07
1015,2011.08,세종특별자치시,0,2011,08
1016,2011.09,세종특별자치시,0,2011,09
1017,2011.1,세종특별자치시,0,2011,10
1018,2011.11,세종특별자치시,0,2011,11
1019,2011.12,세종특별자치시,0,2011,12
1020,2012.01,세종특별자치시,0,2012,01
1021,2012.02,세종특별자치시,0,2012,02
1022,2012.03,세종특별자치시,0,2012,03
1023,2012.04,세종특별자치시,0,2012,04
1024,2012.05,세종특별자치시,0,2012,05
1025,2012.06,세종특별자치시,0,2012,06
1026,2012.07,세종특별자치시,221,2012,07
1027,2012.08,세종특별자치시,229,2012,08
1028,2012.09,세종특별자치시,232,2012,09
1029,2012.1,세종특별자치시,236,2012,10
1030,2012.11,세종특별자치시,239,2012,11
1031,2012.12,세종특별자치시,243,2012,12
1032,2013.01,세종특별자치시,244,2013,01
1033,2013.02,세종특별자치시,247,2013,02
1034,2013.03,세종특별자치시,249,2013,03
1035,2013.04,세종특별자치시,250,2013,04
1036,2013.05,세종특별자치시,251,2013,05
1037,2013.06,세종특별자치시,251,2013,06
1038,2013.07,세종특별자치시,252,2013,07
1039,2013.08,세종특별자치시,253,2013,08
1040,2013.09,세종특별자치시,254,2013,09
1041,2013.1,세종특별자치시,255,2013,10
1042,2013.11,세종특별자치시,256,2013,11
1043,2013.12,세종특별자치시,262,2013,12
1044,2014.01,세종특별자치시,266,2014,01
1045,2014.02,세종특별자치시,270,2014,02
1046,2014.03,세종특별자치시,272,2014,03
1047,2014.04,세종특별자치시,275,2014,04
1048,2014.05,세종특별자치시,278,2014,05
1049,2014.06,세종특별자치시,281,2014,06
1050,2014.07,세종특별자치시,283,2014,07
1051,2014.08,세종특별자치시,289,2014,08
1052,2014.09,세종특별자치시,297,2014,09
1053,2014.1,세종특별자치시,306,2014,10
1054,2014.11,세종특별자치시,318,2014,11
1055,2014.12,세종특별자치시,335,2014,12
1056,2015.01,세종특별자치시,347,2015,01
1057,2015.02,세종특별자치시,365,2015,02
1058,2015.03,세종특별자치시,376,2015,03
1059,2015.04,세종특별자치시,384,2015,04
1060,2015.05,세종특별자치시,391,2015,05
1061,2015.06,세종특별자치시,398,2015,06
1062,2015.07,세종특별자치시,407,2015,07
1063,2015.08,세종특별자치시,417,2015,08
1064,2015.09,세종특별자치시,425,2015,09
1065,2015.1,세종특별자치시,434,2015,10
1066,2015.11,세종특별자치시,443,2015,11
1067,2015.12,세종특별자치시,453,2015,12
1068,2016.01,세종특별자치시,463,2016,01
1069,2016.02,세종특별자치시,473,2016,02
1070,2016.03,세종특별자치시,480,2016,03
1071,2016.04,세종특별자치시,484,2016,04
1072,2016.05,세종특별자치시,490,2016,05
1073,2016.06,세종특별자치시,495,2016,06
1074,2016.07,세종특별자치시,499,2016,07
1075,2016.08,세종특별자치시,504,2016,08
1076,2016.09,세종특별자치시,507,2016,09
1077,2016.1,세종특별자치시,512,2016,10
1078,2016.11,세종특별자치시,517,2016,11
1079,2016.12,세종특별자치시,522,2016,12
1080,2017.01,세종특별자치시,526,2017,01
1081,2017.02,세종특별자치시,532,2017,02
1082,2017.03,세종특별자치시,540,2017,03
1083,2017.04,세종특별자치시,546,2017,04
1084,2017.05,세종특별자치시,557,2017,05
1085,2017.06,세종특별자치시,565,2017,06
1086,2017.07,세종특별자치시,572,2017,07
1087,2017.08,세종특별자치시,578,2017,08
1088,2017.09,세종특별자치시,583,2017,09
1089,2017.1,세종특별자치시,589,2017,10
1090,2017.11,세종특별자치시,595,2017,11
1091,2017.12,세종특별자치시,602,2017,12
1092,2018.01,세종특별자치시,609,2018,01
1093,2018.02,세종특별자치시,619,2018,02
1094,2018.03,세종특별자치시,626,2018,03
1095,2018.04,세종특별자치시,634,2018,04
1096,2018.05,세종특별자치시,640,2018,05
1097,2018.06,세종특별자치시,645,2018,06
1098,2018.07,세종특별자치시,650,2018,07
1099,2018.08,세종특별자치시,657,2018,08
1100,2018.09,세종특별자치시,662,2018,09
1101,2018.1,세종특별자치시,667,2018,10
1102,2018.11,세종특별자치시,671,2018,11
1103,2018.12,세종특별자치시,675,2018,12
1104,2019.01,세종특별자치시,681,2019,01
1105,2019.02,세종특별자치시,688,2019,02
1106,2019.03,세종특별자치시,693,2019,03
1107,2019.04,세종특별자치시,697,2019,04
1108,2019.05,세종특별자치시,700,2019,05
1109,2019.06,세종특별자치시,704,2019,06
1110,2019.07,세종특별자치시,710,2019,07
1111,2019.08,세종특별자치시,714,2019,08
1112,2019.09,세종특별자치시,717,2019,09
1113,2019.1,세종특별자치시,723,2019,10
1114,2019.11,세종특별자치시,728,2019,11
1115,2019.12,세종특별자치시,732,2019,12
1116,2020.01,세종특별자치시,736,2020,01
1117,2020.02,세종특별자치시,739,2020,02
1118,2020.03,세종특별자치시,741,2020,03
1119,2020.04,세종특별자치시,742,2020,04
1120,2020.05,세종특별자치시,742,2020,05
1121,2020.06,세종특별자치시,742,2020,06
1122,2020.07,세종특별자치시,744,2020,07
1123,2020.08,세종특별자치시,746,2020,08
1124,2020.09,세종특별자치시,748,2020,09
1125,2020.1,세종특별자치시,754,2020,10
1126,2020.11,세종특별자치시,760,2020,11
1127,2020.12,세종특별자치시,765,2020,12
1128,2021.01,세종특별자치시,769,2021,01
1129,2021.02,세종특별자치시,773,2021,02
1130,2021.03,세종특별자치시,775,2021,03
1131,2021.04,세종특별자치시,777,2021,04
1132,2021.05,세종특별자치시,778,2021,05
1133,2021.06,세종특별자치시,780,2021,06
1134,2021.07,세종특별자치시,783,2021,07
1135,2021.08,세종특별자치시,785,2021,08
1136,2021.09,세종특별자치시,788,2021,09
1137,2021.1,세종특별자치시,791,2021,10
1138,2021.11,세종특별자치시,794,2021,11
1139,2021.12,세종특별자치시,799,2021,12
1140,2022.01,세종특별자치시,805,2022,01
1141,2022.02,세종특별자치시,809,2022,02
1142,2022.03,세종특별자치시,811,2022,03
1143,2022.04,세종특별자치시,813,2022,04
1144,2022.05,세종특별자치시,815,2022,05
1145,2022.06,세종특별자치시,817,2022,06
1146,2022.07,세종특별자치시,819,2022,07
1147,2022.08,세종특별자치시,820,2022,08
1148,2022.09,세종특별자치시,821,2022,09
1149,2022.1,세종특별자치시,822,2022,10
1150,2022.11,세종특별자치시,823,2022,11
1151,2022.12,세종특별자치시,824,2022,12
1152,2011.01,경기도,1160,2011,01
1153,2011.02,경기도,1161,2011,02
1154,2011.03,경기도,1163,2011,03
1155,2011.04,경기도,1164,2011,04
1156,2011.05,경기도,1165,2011,05
1157,2011.06,경기도,1166,2011,06
1158,2011.07,경기도,1167,2011,07
1159,2011.08,경기도,1168,2011,08
1160,2011.09,경기도,1169,2011,09
1161,2011.1,경기도,1170,2011,10
1162,2011.11,경기도,1171,2011,11
1163,2011.12,경기도,1173,2011,12
1164,2012.01,경기도,1174,2012,01
1165,2012.02,경기도,1175,2012,02
1166,2012.03,경기도,1176,2012,03
1167,2012.04,경기도,1178,2012,04
1168,2012.05,경기도,1179,2012,05
1169,2012.06,경기도,1180,2012,06
1170,2012.07,경기도,1181,2012,07
1171,2012.08,경기도,1183,2012,08
1172,2012.09,경기도,1184,2012,09
1173,2012.1,경기도,1185,2012,10
1174,2012.11,경기도,1186,2012,11
1175,2012.12,경기도,1188,2012,12
1176,2013.01,경기도,1190,2013,01
1177,2013.02,경기도,1191,2013,02
1178,2013.03,경기도,1192,2013,03
1179,2013.04,경기도,1193,2013,04
1180,2013.05,경기도,1194,2013,05
1181,2013.06,경기도,1196,2013,06
1182,2013.07,경기도,1197,2013,07
1183,2013.08,경기도,1198,2013,08
1184,2013.09,경기도,1199,2013,09
1185,2013.1,경기도,1200,2013,10
1186,2013.11,경기도,1201,2013,11
1187,2013.12,경기도,1202,2013,12
1188,2014.01,경기도,1203,2014,01
1189,2014.02,경기도,1204,2014,02
1190,2014.03,경기도,1205,2014,03
1191,2014.04,경기도,1206,2014,04
1192,2014.05,경기도,1207,2014,05
1193,2014.06,경기도,1209,2014,06
1194,2014.07,경기도,1210,2014,07
1195,2014.08,경기도,1211,2014,08
1196,2014.09,경기도,1212,2014,09
1197,2014.1,경기도,1213,2014,10
1198,2014.11,경기도,1213,2014,11
1199,2014.12,경기도,1214,2014,12
1200,2015.01,경기도,1215,2015,01
1201,2015.02,경기도,1216,2015,02
1202,2015.03,경기도,1217,2015,03
1203,2015.04,경기도,1219,2015,04
1204,2015.05,경기도,1220,2015,05
1205,2015.06,경기도,1221,2015,06
1206,2015.07,경기도,1223,2015,07
1207,2015.08,경기도,1224,2015,08
1208,2015.09,경기도,1226,2015,09
1209,2015.1,경기도,1227,2015,10
1210,2015.11,경기도,1228,2015,11
1211,2015.12,경기도,1230,2015,12
1212,2016.01,경기도,1231,2016,01
1213,2016.02,경기도,1232,2016,02
1214,2016.03,경기도,1234,2016,03
1215,2016.04,경기도,1235,2016,04
1216,2016.05,경기도,1236,2016,05
1217,2016.06,경기도,1238,2016,06
1218,2016.07,경기도,1240,2016,07
1219,2016.08,경기도,1242,2016,08
1220,2016.09,경기도,1243,2016,09
1221,2016.1,경기도,1245,2016,10
1222,2016.11,경기도,1247,2016,11
1223,2016.12,경기도,1248,2016,12
1224,2017.01,경기도,1249,2017,01
1225,2017.02,경기도,1250,2017,02
1226,2017.03,경기도,1251,2017,03
1227,2017.04,경기도,1252,2017,04
1228,2017.05,경기도,1254,2017,05
1229,2017.06,경기도,1254,2017,06
1230,2017.07,경기도,1256,2017,07
1231,2017.08,경기도,1257,2017,08
1232,2017.09,경기도,1259,2017,09
1233,2017.1,경기도,1260,2017,10
1234,2017.11,경기도,1262,2017,11
1235,2017.12,경기도,1263,2017,12
1236,2018.01,경기도,1265,2018,01
1237,2018.02,경기도,1266,2018,02
1238,2018.03,경기도,1268,2018,03
1239,2018.04,경기도,1270,2018,04
1240,2018.05,경기도,1271,2018,05
1241,2018.06,경기도,1273,2018,06
1242,2018.07,경기도,1275,2018,07
1243,2018.08,경기도,1277,2018,08
1244,2018.09,경기도,1278,2018,09
1245,2018.1,경기도,1280,2018,10
1246,2018.11,경기도,1282,2018,11
1247,2018.12,경기도,1283,2018,12
1248,2019.01,경기도,1284,2019,01
1249,2019.02,경기도,1285,2019,02
1250,2019.03,경기도,1286,2019,03
1251,2019.04,경기도,1288,2019,04
1252,2019.05,경기도,1289,2019,05
1253,2019.06,경기도,1291,2019,06
1254,2019.07,경기도,1292,2019,07
1255,2019.08,경기도,1294,2019,08
1256,2019.09,경기도,1295,2019,09
1257,2019.1,경기도,1296,2019,10
1258,2019.11,경기도,1297,2019,11
1259,2019.12,경기도,1298,2019,12
1260,2020.01,경기도,1299,2020,01
1261,2020.02,경기도,1301,2020,02
1262,2020.03,경기도,1303,2020,03
1263,2020.04,경기도,1305,2020,04
1264,2020.05,경기도,1306,2020,05
1265,2020.06,경기도,1308,2020,06
1266,2020.07,경기도,1309,2020,07
1267,2020.08,경기도,1311,2020,08
1268,2020.09,경기도,1313,2020,09
1269,2020.1,경기도,1314,2020,10
1270,2020.11,경기도,1315,2020,11
1271,2020.12,경기도,1317,2020,12
1272,2021.01,경기도,1318,2021,01
1273,2021.02,경기도,1321,2021,02
1274,2021.03,경기도,1320,2021,03
1275,2021.04,경기도,1321,2021,04
1276,2021.05,경기도,1322,2021,05
1277,2021.06,경기도,1323,2021,06
1278,2021.07,경기도,1325,2021,07
1279,2021.08,경기도,1326,2021,08
1280,2021.09,경기도,1328,2021,09
1281,2021.1,경기도,1328,2021,10
1282,2021.11,경기도,1329,2021,11
1283,2021.12,경기도,1330,2021,12
1284,2022.01,경기도,1330,2022,01
1285,2022.02,경기도,1331,2022,02
1286,2022.03,경기도,1331,2022,03
1287,2022.04,경기도,1331,2022,04
1288,2022.05,경기도,1331,2022,05
1289,2022.06,경기도,1332,2022,06
1290,2022.07,경기도,1332,2022,07
1291,2022.08,경기도,1332,2022,08
1292,2022.09,경기도,1331,2022,09
1293,2022.1,경기도,1331,2022,10
1294,2022.11,경기도,1332,2022,11
1295,2022.12,경기도,1332,2022,12
1296,2011.01,강원도,91,2011,01
1297,2011.02,강원도,91,2011,02
1298,2011.03,강원도,91,2011,03
1299,2011.04,강원도,91,2011,04
1300,2011.05,강원도,91,2011,05
1301,2011.06,강원도,91,2011,06
1302,2011.07,강원도,91,2011,07
1303,2011.08,강원도,91,2011,08
1304,2011.09,강원도,91,2011,09
1305,2011.1,강원도,91,2011,10
1306,2011.11,강원도,91,2011,11
1307,2011.12,강원도,91,2011,12
1308,2012.01,강원도,91,2012,01
1309,2012.02,강원도,91,2012,02
1310,2012.03,강원도,91,2012,03
1311,2012.04,강원도,91,2012,04
1312,2012.05,강원도,91,2012,05
1313,2012.06,강원도,91,2012,06
1314,2012.07,강원도,91,2012,07
1315,2012.08,강원도,91,2012,08
1316,2012.09,강원도,91,2012,09
1317,2012.1,강원도,91,2012,10
1318,2012.11,강원도,91,2012,11
1319,2012.12,강원도,91,2012,12
1320,2013.01,강원도,91,2013,01
1321,2013.02,강원도,91,2013,02
1322,2013.03,강원도,91,2013,03
1323,2013.04,강원도,91,2013,04
1324,2013.05,강원도,91,2013,05
1325,2013.06,강원도,91,2013,06
