,연도,시도,시군구,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
682,2012년,경상남도,하동군,31415,31809,27757,26997,22903,22624,19115,23511,22277,21865,24908,29555
683,2012년,경상남도,함안군,153705,216348,217990,202782,178267,204088,197936,174213,190500,185583,204149,219556
684,2012년,경상남도,함양군,33685,33255,30584,29927,26104,22229,16623,19729,19858,17290,21072,23145
685,2012년,경상남도,합천군,34672,34743,31740,28787,23201,23687,23359,26880,25818,23862,29065,32895
686,2013년,서울특별시,강남구,465109,426124,370539,361207,341981,381596,435304,474449,408861,335166,340807,394004
687,2013년,서울특별시,강동구,142033,141005,120724,121085,113323,122279,133912,148881,133289,111613,114459,127588
688,2013년,서울특별시,강북구,92527,88334,74385,75032,68418,72030,78005,88001,82646,67160,70062,78106
689,2013년,서울특별시,강서구,197401,186252,161441,163106,151202,158242,171764,192378,176632,147556,152334,169599
690,2013년,서울특별시,관악구,165624,157648,133656,136374,123762,131448,143874,163625,151351,123574,127077,140715
691,2013년,서울특별시,광진구,158603,148695,126194,128108,121311,134828,147987,167014,148376,122172,124022,138030
692,2013년,서울특별시,구로구,195372,179183,154690,153146,143078,149562,163526,179779,158750,140351,147514,169901
693,2013년,서울특별시,금천구,158609,144513,129041,125852,119203,129097,143828,156194,135249,118813,125296,141721
694,2013년,서울특별시,노원구,152037,144036,124022,124825,115667,123328,133749,149073,136052,113368,118382,131341
695,2013년,서울특별시,도봉구,105737,101107,86165,89324,81799,86457,92736,104104,80834,66984,70588,78169
696,2013년,서울특별시,동대문구,144382,135961,116871,116567,106765,115108,127330,142469,130795,105549,109204,123173
697,2013년,서울특별시,동작구,121602,114434,99321,101350,94488,103224,112535,126599,113814,94408,96788,106816
698,2013년,서울특별시,마포구,184302,170070,152417,151395,142340,154476,172865,192183,170176,142913,144982,163199
699,2013년,서울특별시,서대문구,118035,108885,96784,96037,90174,98136,107440,119142,105460,88984,91801,103815
700,2013년,서울특별시,서초구,323728,301071,263130,261833,247130,269342,300704,334146,312653,258834,263085,293375
701,2013년,서울특별시,성동구,177793,166451,150323,151948,143985,151354,162326,176269,166043,140338,145394,161466
702,2013년,서울특별시,성북구,147955,140280,120043,121373,110260,118138,126034,140227,130957,108169,113463,127047
703,2013년,서울특별시,송파구,238973,225660,196732,200610,195380,209835,231773,256630,231288,191682,189173,209246
704,2013년,서울특별시,양천구,147234,140678,124414,125170,116993,121469,133991,150801,143056,118708,118561,126530
705,2013년,서울특별시,영등포구,254696,232708,211132,206307,201171,218560,246321,266997,232055,198116,195826,220941
706,2013년,서울특별시,용산구,134313,125611,107734,107495,100899,110908,124221,138592,122701,100379,101463,117133
707,2013년,서울특별시,은평구,129049,123175,105846,98514,109153,104128,110755,128717,119809,98784,101677,111037
708,2013년,서울특별시,종로구,173286,157851,136560,134019,124934,138627,156171,169117,147540,121626,126497,147927
709,2013년,서울특별시,중구,248465,224944,202281,198529,195473,219027,249641,263344,227892,193296,190505,216759
710,2013년,서울특별시,중랑구,109445,104737,88331,89187,80967,85737,93139,106139,97997,79977,83696,93532
711,2013년,부산광역시,강서구,285357,269064,271596,268996,259902,257410,275556,265324,254007,256775,266302,274815
712,2013년,부산광역시,금정구,108080,102027,89338,89014,83833,83707,90069,106500,94703,80709,84699,94295
713,2013년,부산광역시,기장군,88775,84407,83552,91423,80558,70945,76985,75035,80387,74855,78600,84830
714,2013년,부산광역시,남구,128550,118471,112097,112769,106905,106358,113314,126660,117620,106609,106602,115913
715,2013년,부산광역시,동구,52895,49443,42751,42255,40006,39990,44288,51518,46557,39934,39815,45393
716,2013년,부산광역시,동래구,93313,88892,75631,75064,69863,70648,77441,94761,82410,68660,71034,78661
717,2013년,부산광역시,부산진구,164296,155104,134404,133725,127414,130729,144402,169600,151620,127789,127149,141400
718,2013년,부산광역시,북구,85434,82132,69727,71007,66219,68259,73603,88716,76836,66166,68755,75796
719,2013년,부산광역시,사상구,186364,174583,159611,163247,151087,151493,159464,166510,156858,143935,153915,167479
720,2013년,부산광역시,사하구,276110,250173,248517,248294,229320,238723,245300,250149,243066,240189,242525,253599
721,2013년,부산광역시,서구,55803,49648,45746,44449,41861,42732,47723,54564,50567,44614,44315,50457
722,2013년,부산광역시,수영구,56427,54014,45478,45316,42142,42490,46668,57608,51568,42897,43273,47681
723,2013년,부산광역시,연제구,76419,72081,62312,61926,58489,59994,66440,79384,69184,57532,57949,65718
724,2013년,부산광역시,영도구,49633,46863,40588,41164,37680,37153,39653,43004,40361,35786,36834,41943
725,2013년,부산광역시,중구,42563,39891,34656,33367,31744,32809,37457,44106,40544,33852,31446,35292
726,2013년,부산광역시,해운대구,169087,156745,144591,144764,142156,147422,164743,187999,164323,145375,142855,154469
727,2013년,대구광역시,남구,63561,60624,50900,49495,45096,45115,50314,60817,52618,42758,45700,53535
728,2013년,대구광역시,달서구,392271,360419,338638,344315,329432,336143,360190,383173,356010,320277,337541,361454
729,2013년,대구광역시,달성군,281625,254528,257320,259621,254492,245144,257292,254219,246001,253658,263472,279769
730,2013년,대구광역시,동구,126033,119899,100776,100135,92604,92252,100408,117906,104717,88581,96844,110259
731,2013년,대구광역시,북구,234459,217776,189927,190826,179079,182567,199948,220486,197162,169773,183762,205412
732,2013년,대구광역시,서구,107948,105268,92417,93743,90846,93026,99051,107243,98437,84113,88813,95390
733,2013년,대구광역시,수성구,159424,151181,128665,127600,120437,122676,136782,160377,137197,115552,121636,136148
734,2013년,대구광역시,중구,72556,66606,56186,54366,54238,58581,68972,76968,62931,51736,52122,61693
735,2013년,인천광역시,강화군,64022,61980,50600,45074,38412,32350,29365,35305,34491,32006,42033,51293
736,2013년,인천광역시,계양구,131219,121902,105050,110733,98430,100684,107472,120036,109102,95831,101818,114690
737,2013년,인천광역시,남구,209759,193643,183544,175377,164911,169109,177067,191491,180923,165537,172896,188976
738,2013년,인천광역시,남동구,392866,359626,333801,335007,308986,311373,331530,345723,328492,300321,321871,351814
739,2013년,인천광역시,동구,372894,314092,359738,331743,347014,358745,371484,312046,306972,374957,353311,362411
740,2013년,인천광역시,부평구,246191,226830,206534,205750,189779,196159,203658,229645,207685,186333,195432,217234
741,2013년,인천광역시,서구,427098,389369,374990,369363,347028,340755,356181,365887,355171,306171,354662,384403
742,2013년,인천광역시,연수구,168027,151888,139922,133102,125082,130728,144266,160376,139707,128620,136297,155183
743,2013년,인천광역시,옹진군,21397,20999,23706,21247,17690,12150,11540,14233,13423,12540,17538,18080
744,2013년,인천광역시,중구,159988,141380,136272,130866,129736,132583,143422,155463,140570,131539,131878,145746
745,2013년,광주광역시,광산구,277800,256759,252850,276464,259066,262774,281687,291046,275716,257615,268108,284905
746,2013년,광주광역시,남구,66285,63675,53708,54500,47820,49331,54136,63445,54006,47016,52068,59547
747,2013년,광주광역시,동구,50985,58380,50630,49555,45808,46939,52517,60401,53007,44545,45493,52849
748,2013년,광주광역시,북구,204260,190270,175154,175790,166459,172896,187096,208334,183207,163382,168235,184525
749,2013년,광주광역시,서구,148694,140409,126186,126203,118488,122804,132107,150166,136620,118003,119986,133365
750,2013년,대전광역시,대덕구,256475,233664,238976,234463,229994,231278,240788,246874,229199,223850,224198,235774
751,2013년,대전광역시,동구,100141,94482,78336,77876,68518,67545,72021,82558,75426,63424,69993,82484
752,2013년,대전광역시,서구,183399,174547,148936,147490,135836,138235,151851,173936,161169,129819,134819,153823
753,2013년,대전광역시,유성구,242161,220940,203311,202136,199852,213926,233302,250314,210779,199371,207742,231016
754,2013년,대전광역시,중구,106997,100626,82541,82254,72644,75473,83655,94933,80821,70243,78508,89397
755,2013년,울산광역시,남구,1232646,1115680,1111973,1186195,1233005,1228561,1308126,1300562,1269721,1215122,1243401,1265815
756,2013년,울산광역시,동구,160016,136772,139086,139774,136482,141668,158557,143564,147113,146998,143007,153327
757,2013년,울산광역시,북구,227110,204456,193320,187120,190975,201444,206815,154961,240276,203505,202712,220823
758,2013년,울산광역시,울주군,916547,789362,862881,823652,860318,867952,855000,865308,876587,932794,857951,924283
759,2013년,울산광역시,중구,64041,61692,52562,52866,49315,49653,54499,68825,60923,48709,50760,55799
760,2013년,경기도,가평군,80038,74410,60597,53969,45354,39938,38804,44842,40766,39420,50528,61268
761,2013년,경기도,고양시,463585,434094,371177,363959,323890,327981,351540,390226,358609,308346,340406,397860
762,2013년,경기도,과천시,40042,36118,33145,32592,31463,32774,35413,38901,33438,30510,31762,35215
763,2013년,경기도,광명시,118126,107685,95532,96181,89009,91127,97531,108738,94961,86576,91910,101743
764,2013년,경기도,광주시,247814,233944,195558,191466,167199,160301,164188,173675,168063,153040,183528,213501
765,2013년,경기도,구리시,74862,70168,59908,59192,54602,57884,62809,69284,63125,53361,56231,63521
766,2013년,경기도,군포시,147544,134006,120103,119240,110895,113552,122679,130032,121152,108974,115621,128803
767,2013년,경기도,김포시,298210,284539,245013,245480,218991,212200,212080,223925,219267,199382,240167,271575
768,2013년,경기도,남양주시,286722,272893,230497,226537,201624,195847,203607,221002,212329,188611,212658,245854
769,2013년,경기도,동두천시,69272,61068,53324,53602,47516,48274,52132,55596,52774,46322,50859,58397
770,2013년,경기도,부천시,412539,384678,344509,346846,319808,330824,358143,429457,312021,306928,324364,362467
771,2013년,경기도,성남시,451026,411444,371956,366471,352561,380841,418961,453348,394834,349373,362393,404926
772,2013년,경기도,수원시,482354,451318,401473,401184,377346,397591,430865,473088,425963,375234,389720,436014
773,2013년,경기도,시흥시,415569,382602,356997,356617,327036,325281,344041,350247,336384,315302,339876,374843
774,2013년,경기도,안산시,767217,691375,694310,691759,672759,673078,712454,731933,692153,675106,678446,718589
775,2013년,경기도,안성시,271036,251998,230271,222938,203267,198378,209106,215991,201587,191982,215872,240678
776,2013년,경기도,안양시,246102,230603,204773,203632,188908,197406,215271,234835,214460,181910,197641,220385
777,2013년,경기도,양주시,218372,204261,179422,180416,157178,150696,150917,154006,152645,142095,173155,196989
778,2013년,경기도,양평군,122603,114765,91452,82551,65833,52767,50244,56554,54012,53219,76321,94571
779,2013년,경기도,여주군,142851,135322,114607,108747,96939,89808,88686,94834,90985,87072,108743,0
780,2013년,경기도,연천군,62630,59249,49383,47279,39398,36056,32732,36128,34742,34786,45555,52109
781,2013년,경기도,오산시,118414,109311,102442,101676,95943,96584,101826,103444,102951,94632,97936,108291
782,2013년,경기도,용인시,825508,764298,735782,724070,702798,702506,736791,763804,704180,664456,703003,770119
783,2013년,경기도,의왕시,69111,65306,56553,56105,51174,51898,54453,59585,54477,48575,53122,59737
784,2013년,경기도,의정부시,164131,154652,131563,128739,117188,120072,130289,143438,130954,111775,121287,139721
785,2013년,경기도,이천시,400318,364635,356701,344090,333051,324685,346728,356648,328176,322115,341026,374563
786,2013년,경기도,파주시,703704,649562,639328,622355,615692,605777,633200,656545,610838,596224,622101,669203
787,2013년,경기도,평택시,665014,608839,605499,568986,570488,555130,581387,594132,552974,559736,576218,624771
788,2013년,경기도,포천시,273799,264699,220328,224813,193810,178407,174913,180262,181122,169364,212581,243736
789,2013년,경기도,하남시,108449,99171,89030,86623,80678,81303,85880,91396,84073,78840,84404,94567
790,2013년,경기도,화성시,1254561,1158968,1123283,1111984,1064116,1067897,1127978,1145553,1080376,1055698,1118966,1217495
791,2013년,경기도,여주시,0,0,0,0,0,0,0,0,0,0,0,123205
792,2013년,강원도,강릉시,175826,162784,152232,163030,150799,143209,143543,152023,144818,152233,163598,179907
793,2013년,강원도,고성군,30323,28966,24707,24575,21585,19594,19764,21834,20447,19255,22455,25707
794,2013년,강원도,동해시,259420,230577,260006,264014,279243,255247,232257,234697,244095,238226,237244,250542
795,2013년,강원도,삼척시,98081,93128,102993,105923,104438,100678,91332,97595,90971,94447,98542,106989
796,2013년,강원도,속초시,48539,46262,39167,39173,34778,32405,33659,39303,34910,31873,36082,40238
797,2013년,강원도,양구군,26672,25152,20273,19015,15370,12898,11703,12617,12711,13233,18748,21373
798,2013년,강원도,양양군,29988,28283,24431,23482,20929,18951,18523,21185,19711,18400,21564,24156
799,2013년,강원도,영월군,76145,70774,95020,89352,90657,84116,78332,74004,81324,82279,94088,90461
800,2013년,강원도,원주시,245396,226300,197170,189638,167082,157489,161247,169539,160674,153624,180755,214796
801,2013년,강원도,인제군,39112,37231,30431,29969,24920,21019,19067,21059,20424,21946,27921,33301
802,2013년,강원도,정선군,68709,60844,56168,53165,49928,45110,41578,41825,41324,46075,51861,60399
803,2013년,강원도,철원군,57183,56405,47105,38475,34892,30364,26027,28146,27356,27859,41584,47107
804,2013년,강원도,춘천시,170268,161113,134376,130762,112779,107054,110438,117102,114985,104101,122170,145471
805,2013년,강원도,태백시,36910,34371,29684,29492,27035,24022,23443,25099,23734,24846,28906,32107
806,2013년,강원도,평창군,72759,66391,52139,47067,40481,33889,32885,36606,33546,37489,52652,65762
807,2013년,강원도,홍천군,82659,77639,63650,58351,50409,45196,45325,49741,44265,43198,56475,68627
808,2013년,강원도,화천군,30524,29112,22947,21593,17677,15058,14109,14978,14679,14964,19658,24457
809,2013년,강원도,횡성군,63728,58864,49111,46652,38393,32836,32216,34711,33237,34277,45167,52516
810,2013년,충청북도,괴산군,52889,48365,42855,41081,35137,32056,33196,35759,32704,32196,38737,45153
811,2013년,충청북도,단양군,101657,107925,134048,153563,152498,140222,122492,121159,129165,134499,155201,147845
812,2013년,충청북도,보은군,33011,31140,26061,24666,21447,18782,18413,20799,19740,17889,23239,26542
813,2013년,충청북도,영동군,44761,42516,37996,36318,32463,28956,28355,29981,30432,29133,33732,38669
814,2013년,충청북도,옥천군,63500,59321,54120,94842,5120,43828,44284,46085,44923,42352,48631,53513
815,2013년,충청북도,음성군,230679,214714,204902,200924,190535,187012,195097,194940,182464,185512,190418,231931
816,2013년,충청북도,제천시,131832,127324,125122,120469,110033,101525,99879,100396,100585,105296,119161,133475
817,2013년,충청북도,증평군,46479,43146,39738,38633,36986,37340,40165,40415,38770,36496,38479,43852
818,2013년,충청북도,진천군,172225,156176,154172,150673,147592,143918,151262,149763,140214,142268,149470,156513
819,2013년,충청북도,청원군,376180,340366,342257,334580,334068,337501,371223,370704,336122,338348,341362,367184
820,2013년,충청북도,청주시,559106,508219,489232,476832,465533,466196,510207,535200,494772,563877,370297,517209
821,2013년,충청북도,충주시,217874,199279,180558,176179,158389,150908,156169,164383,152959,150332,171430,195078
822,2013년,충청남도,계룡시,22952,21316,18640,18293,16913,17615,19006,20331,17196,16590,18542,20249
823,2013년,충청남도,공주시,109662,102466,90839,86831,77210,72837,73907,80270,74809,69231,81773,91281
824,2013년,충청남도,금산군,95402,86795,82853,80293,74231,74400,77014,73030,71840,72855,82860,88791
825,2013년,충청남도,논산시,130918,124188,113067,104278,93738,87860,89918,95587,89928,83576,100009,111133
826,2013년,충청남도,당진시,889399,731722,894354,892460,927258,903216,914839,882701,951350,1049566,1049445,1059765
827,2013년,충청남도,보령시,99743,95186,85006,85931,75954,71316,67765,79658,77805,74168,88718,88962
828,2013년,충청남도,부여군,65078,61680,51746,47553,41825,39252,38691,43682,42411,37319,47318,52421
829,2013년,충청남도,서산시,532675,489024,503018,470342,483073,501378,521842,530504,499655,521500,553679,566711
830,2013년,충청남도,서천군,133114,122552,127816,117785,90451,82716,84055,85313,85368,85932,99196,117407
831,2013년,충청남도,아산시,1038415,867922,960496,941249,952471,929923,985347,998036,938316,963186,953776,998914
832,2013년,충청남도,연기군,5,5,5,2,2,2,3,4,4,3,3,3
833,2013년,충청남도,예산군,90726,85438,76626,74163,66966,61750,61911,67184,63811,62184,74223,81212
834,2013년,충청남도,천안시,736442,671997,665189,653889,636185,629341,670017,688144,639480,629730,645485,689120
835,2013년,충청남도,청양군,30071,29206,25522,23048,20754,19394,18622,21614,21513,18955,24789,25353
836,2013년,충청남도,태안군,55624,56210,45765,46407,44827,36785,31907,39642,40771,38115,52436,47685
837,2013년,충청남도,홍성군,81349,76539,67360,65684,58046,53430,54118,61274,57555,53302,68439,71703
838,2013년,전라북도,고창군,50812,48756,42085,41918,36016,33214,33668,37972,35397,32975,44030,56320
839,2013년,전라북도,군산시,613972,579734,713228,714167,702879,689619,644465,554277,624285,693171,703686,726374
840,2013년,전라북도,김제시,86933,83265,73197,72164,64596,60717,61619,69023,64369,58900,74159,81187
841,2013년,전라북도,남원시,58003,55620,48457,47978,43479,40984,41318,47221,44230,39833,46520,56310
842,2013년,전라북도,무주군,25178,23226,18309,15880,13749,12471,12529,14018,12898,12406,16699,21856
843,2013년,전라북도,부안군,43577,42743,37812,37593,31718,29318,31573,37028,34495,29492,38990,40124
844,2013년,전라북도,순창군,22668,21448,19429,18395,16675,16558,17064,19267,18201,16632,21087,20164
845,2013년,전라북도,완주군,138673,126046,123181,118646,115512,113212,119961,119322,111337,118256,126548,138266
846,2013년,전라북도,익산시,311702,291654,279475,275214,265081,258462,270479,279788,262865,244651,263859,285447
847,2013년,전라북도,임실군,29054,27727,24647,22828,19504,17877,18548,20667,20791,19193,22164,24745
848,2013년,전라북도,장수군,20849,20297,17073,15776,13444,11382,10433,11793,11939,12111,15276,19268
849,2013년,전라북도,전주시,414422,388203,362016,356330,337268,330786,355824,381239,346036,327006,340952,378894
850,2013년,전라북도,정읍시,120412,113445,109383,108054,100701,93243,101759,107761,101992,95762,109339,113451
851,2013년,전라북도,진안군,19103,18782,16009,14968,12832,11592,11343,13183,13811,12235,14550,16579
852,2013년,전라남도,강진군,25964,26418,22408,23236,20132,19047,19369,23864,22225,19276,25491,25048
853,2013년,전라남도,고흥군,48735,47235,44287,42113,28477,26383,25769,33880,31464,26089,34533,37383
854,2013년,전라남도,곡성군,39807,36358,37178,35776,34091,33272,33113,33540,31144,31434,33857,36794
855,2013년,전라남도,광양시,501859,452504,563124,598957,633613,604290,466834,424024,454037,609962,592740,440494
856,2013년,전라남도,구례군,16079,15596,13270,13217,11509,10493,10635,13128,11993,10569,12365,14277
857,2013년,전라남도,나주시,86151,82569,75845,75473,70364,71343,73816,81469,77107,69836,74602,81769
858,2013년,전라남도,담양군,49099,47383,41606,40186,36118,33790,34651,37995,35813,33726,38358,42986
859,2013년,전라남도,목포시,95816,93531,80372,81800,72519,70764,75576,90913,84337,68821,72319,81267
860,2013년,전라남도,무안군,48961,48068,43769,42772,37019,36183,39221,47964,43380,37981,49324,45699
861,2013년,전라남도,보성군,26072,25738,21575,21425,19170,18068,18177,23212,21661,18468,22038,25210
862,2013년,전라남도,순천시,168904,155451,142168,116503,166614,134986,141865,161685,138298,136991,140609,152989
863,2013년,전라남도,신안군,23963,25272,22885,23541,18460,25310,15791,19276,19729,16738,21195,22182
864,2013년,전라남도,여수시,979499,913451,980609,935700,1002076,1004068,1061135,1030037,1254761,1020088,969945,1048032
865,2013년,전라남도,영광군,57336,58417,54047,57734,47162,47145,39724,45586,42961,46936,57030,54037
866,2013년,전라남도,영암군,127389,107542,113618,108938,104221,108649,113031,107360,106109,105121,110622,120582
867,2013년,전라남도,완도군,59058,60333,56951,67268,63239,60035,60917,71564,72143,68309,74073,64217
868,2013년,전라남도,장성군,52989,54170,53229,52037,49723,45334,45747,48632,47094,46624,50665,52658
869,2013년,전라남도,장흥군,32192,32683,29069,28297,20929,19390,19603,24865,22672,20093,25680,25858
870,2013년,전라남도,진도군,24443,27243,24607,23953,20041,18520,17850,22670,21361,19966,23774,23068
871,2013년,전라남도,함평군,30538,29761,26262,25792,22264,20810,22515,26720,25015,21933,29028,28658
872,2013년,전라남도,해남군,71594,73702,72183,69322,48027,38456,38734,47068,41025,37206,52056,63240
873,2013년,전라남도,화순군,50421,49224,42840,42001,37645,35129,36196,40268,37122,34349,39357,45668
874,2013년,경상북도,경산시,257682,238056,223239,226620,215418,212861,219945,227330,213722,204114,220280,239664
875,2013년,경상북도,경주시,369686,336921,311276,326652,293317,288443,313323,328552,309222,303443,326169,364487
876,2013년,경상북도,고령군,103182,94189,99486,100150,96441,93344,92128,88575,87428,92128,97052,101111
877,2013년,경상북도,구미시,908937,826823,863871,844389,879555,893502,964563,989891,905244,880458,848479,865033
878,2013년,경상북도,군위군,30417,29421,26058,25658,23518,22355,22322,23959,24182,21919,25760,28400
879,2013년,경상북도,김천시,177634,166511,163364,159846,156588,154044,160855,163038,153241,150287,161071,166863
880,2013년,경상북도,문경시,61022,57992,51526,49247,44589,40947,42001,44596,43151,41339,47773,54136
881,2013년,경상북도,봉화군,166387,155541,164068,155637,143244,150304,146550,137284,142297,140136,152252,158780
882,2013년,경상북도,상주시,72653,69274,57225,52309,49516,45039,45174,54037,50440,44937,59353,60878
883,2013년,경상북도,성주군,80151,75156,71473,72622,67607,65369,65268,67467,67267,63946,72445,78154
884,2013년,경상북도,안동시,109237,102606,88134,84316,76429,72515,73727,82990,79205,71132,83786,97891
885,2013년,경상북도,영덕군,30266,28477,23972,24065,21646,20916,20287,23927,22479,20043,23867,25812
886,2013년,경상북도,영양군,12696,12581,10138,9253,7916,6510,5944,7066,9676,8023,8889,10342
887,2013년,경상북도,영주시,118299,108603,102204,97178,91917,91085,92804,95390,94183,92887,104290,114125
888,2013년,경상북도,영천시,132737,124931,114237,114608,105933,103778,106950,109684,106338,100408,111701,121670
889,2013년,경상북도,예천군,32381,30891,25016,23691,21100,19871,18518,22460,21636,18204,25716,26879
890,2013년,경상북도,울릉군,4578,4299,4048,4860,4684,4382,4221,5076,4348,4218,4804,4794
891,2013년,경상북도,울진군,59531,43392,37288,39025,49363,44277,41088,41271,28926,50246,19757,35365
892,2013년,경상북도,의성군,41364,39766,34329,33700,30931,31352,29365,34432,34982,27309,33935,37138
893,2013년,경상북도,청도군,47002,43477,37142,35536,32773,31258,31805,36721,35328,32925,38747,43160
894,2013년,경상북도,청송군,20421,19320,15864,15302,13458,12031,10983,12718,13733,11997,15023,17168
895,2013년,경상북도,칠곡군,200633,180537,171295,169784,160845,161378,165949,170095,161106,154981,168097,178757
896,2013년,경상북도,포항시,1011466,928980,1166751,1056774,1109708,1086227,1063096,995990,1077526,1133948,1155793,1256885
897,2013년,경상남도,거제시,199996,181547,171177,166650,161272,164402,274422,101576,172176,162316,164962,185156
898,2013년,경상남도,거창군,42339,40848,36259,34957,31220,29801,31129,33892,33053,30933,35314,39537
899,2013년,경상남도,고성군,59480,56500,51450,51776,44910,41725,46584,48900,46748,45265,52551,58230
900,2013년,경상남도,김해시,481182,460923,419443,422326,392963,387274,405882,421619,406851,370770,409014,446040
901,2013년,경상남도,남해군,26266,25790,21512,21104,19339,19286,19113,23811,20893,18589,21173,22158
902,2013년,경상남도,밀양시,120493,114260,98642,88395,77269,68336,70666,76180,69877,68700,78072,105535
903,2013년,경상남도,사천시,114858,107714,102542,101896,97093,95582,103374,108302,101356,98430,102517,111593
904,2013년,경상남도,산청군,29050,27879,22814,21033,18551,17492,17643,21814,20803,18266,22303,24676
905,2013년,경상남도,양산시,304478,278144,273170,274316,267215,265364,280403,288349,271692,266788,278079,294973
906,2013년,경상남도,의령군,40994,38025,36572,33935,31422,29917,31074,32664,30905,30409,32975,37149
907,2013년,경상남도,진주시,257258,247209,214884,203364,184486,173929,178475,197578,182595,168449,191353,235231
908,2013년,경상남도,창녕군,80055,78218,63591,64121,56446,52837,59272,64304,58538,54140,62596,77634
909,2013년,경상남도,창원시,1036313,938801,944372,938402,877762,867771,928757,931862,892691,867647,882563,961721
910,2013년,경상남도,통영시,122958,110711,101443,96846,91522,84682,92476,98085,87457,81839,84138,92221
911,2013년,경상남도,하동군,32786,32756,26148,25339,24625,20377,20134,24425,23045,20710,26789,31069
912,2013년,경상남도,함안군,221006,202363,216666,216313,204414,200131,204476,184472,192527,205715,216488,235713
913,2013년,경상남도,함양군,25568,24689,20370,20008,18134,16742,17261,20514,20345,17381,20546,22728
914,2013년,경상남도,합천군,37159,36651,31184,29536,25558,24186,24874,29096,27414,24119,29776,33299
