,연월,연도,월,시도,고용률
1252,2010_05,2010,5,경기도,60.2
1253,2010_06,2010,6,경기도,59.9
1254,2010_07,2010,7,경기도,60.0
1255,2010_08,2010,8,경기도,59.5
1256,2010_09,2010,9,경기도,59.9
1257,2010_10,2010,10,경기도,60.1
1258,2010_11,2010,11,경기도,59.6
1259,2010_12,2010,12,경기도,58.5
1260,2011_01,2011,1,경기도,58.3
1261,2011_02,2011,2,경기도,58.2
1262,2011_03,2011,3,경기도,58.9
1263,2011_04,2011,4,경기도,59.7
1264,2011_05,2011,5,경기도,60.2
1265,2011_06,2011,6,경기도,60.1
1266,2011_07,2011,7,경기도,59.7
1267,2011_08,2011,8,경기도,59.6
1268,2011_09,2011,9,경기도,59.2
1269,2011_10,2011,10,경기도,59.7
1270,2011_11,2011,11,경기도,59.5
1271,2011_12,2011,12,경기도,59.0
1272,2012_01,2012,1,경기도,58.2
1273,2012_02,2012,2,경기도,58.2
1274,2012_03,2012,3,경기도,58.9
1275,2012_04,2012,4,경기도,59.7
1276,2012_05,2012,5,경기도,60.7
1277,2012_06,2012,6,경기도,60.8
1278,2012_07,2012,7,경기도,60.6
1279,2012_08,2012,8,경기도,60.1
1280,2012_09,2012,9,경기도,60.5
1281,2012_10,2012,10,경기도,60.8
1282,2012_11,2012,11,경기도,60.3
1283,2012_12,2012,12,경기도,58.8
1284,2013_01,2013,1,경기도,58.1
1285,2013_02,2013,2,경기도,57.6
1286,2013_03,2013,3,경기도,58.7
1287,2013_04,2013,4,경기도,60.1
1288,2013_05,2013,5,경기도,60.6
1289,2013_06,2013,6,경기도,60.9
1290,2013_07,2013,7,경기도,61.1
1291,2013_08,2013,8,경기도,61.0
1292,2013_09,2013,9,경기도,61.6
1293,2013_10,2013,10,경기도,61.5
1294,2013_11,2013,11,경기도,61.5
1295,2013_12,2013,12,경기도,60.1
1296,2014_01,2014,1,경기도,60.0
1297,2014_02,2014,2,경기도,60.0
1298,2014_03,2014,3,경기도,60.4
1299,2014_04,2014,4,경기도,61.7
1300,2014_05,2014,5,경기도,61.8
1301,2014_06,2014,6,경기도,62.2
1302,2014_07,2014,7,경기도,62.6
1303,2014_08,2014,8,경기도,62.4
1304,2014_09,2014,9,경기도,62.2
1305,2014_10,2014,10,경기도,62.4
1306,2014_11,2014,11,경기도,62.2
1307,2014_12,2014,12,경기도,61.4
1308,2015_01,2015,1,경기도,60.8
1309,2015_02,2015,2,경기도,60.8
1310,2015_03,2015,3,경기도,61.2
1311,2015_04,2015,4,경기도,62.0
1312,2015_05,2015,5,경기도,62.1
1313,2015_06,2015,6,경기도,62.2
1314,2015_07,2015,7,경기도,62.4
1315,2015_08,2015,8,경기도,61.8
1316,2015_09,2015,9,경기도,61.9
1317,2015_10,2015,10,경기도,62.0
1318,2015_11,2015,11,경기도,61.7
1319,2015_12,2015,12,경기도,61.2
1320,2016_01,2016,1,경기도,60.3
1321,2016_02,2016,2,경기도,60.1
1322,2016_03,2016,3,경기도,61.2
1323,2016_04,2016,4,경기도,61.5
1324,2016_05,2016,5,경기도,62.0
1325,2016_06,2016,6,경기도,62.5
1326,2016_07,2016,7,경기도,62.6
1327,2016_08,2016,8,경기도,62.3
1328,2016_09,2016,9,경기도,62.1
1329,2016_10,2016,10,경기도,61.9
1330,2016_11,2016,11,경기도,62.0
1331,2016_12,2016,12,경기도,61.3
1332,2017_01,2017,1,경기도,60.6
1333,2017_02,2017,2,경기도,60.6
1334,2017_03,2017,3,경기도,61.7
1335,2017_04,2017,4,경기도,62.1
1336,2017_05,2017,5,경기도,62.4
1337,2017_06,2017,6,경기도,62.3
1338,2017_07,2017,7,경기도,62.9
1339,2017_08,2017,8,경기도,62.5
1340,2017_09,2017,9,경기도,62.8
1341,2017_10,2017,10,경기도,62.7
1342,2017_11,2017,11,경기도,62.9
1343,2017_12,2017,12,경기도,62.1
1344,2018_01,2018,1,경기도,61.4
1345,2018_02,2018,2,경기도,60.7
1346,2018_03,2018,3,경기도,61.8
1347,2018_04,2018,4,경기도,62.3
1348,2018_05,2018,5,경기도,62.7
1349,2018_06,2018,6,경기도,62.5
1350,2018_07,2018,7,경기도,62.4
1351,2018_08,2018,8,경기도,62.0
1352,2018_09,2018,9,경기도,62.4
1353,2018_10,2018,10,경기도,62.0
1354,2018_11,2018,11,경기도,62.3
1355,2018_12,2018,12,경기도,61.1
1356,2019_01,2019,1,경기도,60.5
1357,2019_02,2019,2,경기도,60.5
1358,2019_03,2019,3,경기도,61.6
1359,2019_04,2019,4,경기도,61.9
1360,2019_05,2019,5,경기도,62.5
1361,2019_06,2019,6,경기도,62.8
1362,2019_07,2019,7,경기도,62.3
1363,2019_08,2019,8,경기도,62.1
1364,2019_09,2019,9,경기도,61.9
1365,2019_10,2019,10,경기도,62.2
1366,2019_11,2019,11,경기도,62.3
1367,2019_12,2019,12,경기도,61.9
1368,2020_01,2020,1,경기도,61.2
1369,2020_02,2020,2,경기도,60.7
1370,2020_03,2020,3,경기도,60.3
1371,2020_04,2020,4,경기도,60.0
1372,2020_05,2020,5,경기도,60.8
1373,2020_06,2020,6,경기도,60.6
1374,2020_07,2020,7,경기도,60.4
1375,2020_08,2020,8,경기도,60.0
1376,2020_09,2020,9,경기도,60.0
1377,2020_10,2020,10,경기도,60.1
1378,2020_11,2020,11,경기도,60.4
1379,2020_12,2020,12,경기도,59.1
1380,2021_01,2021,1,경기도,57.9
1381,2021_02,2021,2,경기도,59.1
1382,2021_03,2021,3,경기도,60.0
1383,2021_04,2021,4,경기도,60.6
1384,2021_05,2021,5,경기도,61.5
1385,2021_06,2021,6,경기도,61.8
1386,2021_07,2021,7,경기도,62.0
1387,2021_08,2021,8,경기도,61.7
1388,2021_09,2021,9,경기도,61.9
1389,2021_10,2021,10,경기도,62.2
1390,2021_11,2021,11,경기도,62.6
1391,2021_12,2021,12,경기도,62.1
1392,2022_01,2022,1,경기도,61.7
1393,2022_02,2022,2,경기도,62.7
1394,2022_03,2022,3,경기도,63.2
1395,2022_04,2022,4,경기도,64.1
1396,2022_05,2022,5,경기도,65.2
1397,2022_06,2022,6,경기도,65.2
1398,2022_07,2022,7,경기도,65.0
1399,2022_08,2022,8,경기도,64.5
1400,2022_09,2022,9,경기도,64.3
1401,2022_10,2022,10,경기도,64.2
1402,2022_11,2022,11,경기도,63.9
1403,2022_12,2022,12,경기도,63.0
1404,2010_01,2010,1,강원도,49.7
1405,2010_02,2010,2,강원도,49.6
1406,2010_03,2010,3,강원도,51.7
1407,2010_04,2010,4,강원도,56.3
1408,2010_05,2010,5,강원도,59.0
1409,2010_06,2010,6,강원도,59.0
1410,2010_07,2010,7,강원도,60.2
1411,2010_08,2010,8,강원도,58.9
1412,2010_09,2010,9,강원도,58.1
1413,2010_10,2010,10,강원도,58.9
1414,2010_11,2010,11,강원도,57.9
1415,2010_12,2010,12,강원도,52.4
1416,2011_01,2011,1,강원도,49.3
1417,2011_02,2011,2,강원도,49.7
1418,2011_03,2011,3,강원도,53.7
1419,2011_04,2011,4,강원도,57.5
1420,2011_05,2011,5,강원도,59.5
1421,2011_06,2011,6,강원도,60.1
1422,2011_07,2011,7,강원도,59.5
1423,2011_08,2011,8,강원도,59.1
1424,2011_09,2011,9,강원도,57.2
1425,2011_10,2011,10,강원도,58.6
1426,2011_11,2011,11,강원도,57.4
1427,2011_12,2011,12,강원도,52.9
1428,2012_01,2012,1,강원도,50.8
1429,2012_02,2012,2,강원도,50.5
1430,2012_03,2012,3,강원도,52.6
1431,2012_04,2012,4,강원도,58.0
1432,2012_05,2012,5,강원도,59.6
1433,2012_06,2012,6,강원도,59.2
1434,2012_07,2012,7,강원도,60.1
1435,2012_08,2012,8,강원도,59.2
1436,2012_09,2012,9,강원도,60.2
1437,2012_10,2012,10,강원도,59.9
1438,2012_11,2012,11,강원도,58.1
1439,2012_12,2012,12,강원도,54.4
1440,2013_01,2013,1,강원도,51.4
1441,2013_02,2013,2,강원도,51.6
1442,2013_03,2013,3,강원도,54.5
1443,2013_04,2013,4,강원도,57.7
1444,2013_05,2013,5,강원도,59.6
1445,2013_06,2013,6,강원도,58.5
1446,2013_07,2013,7,강원도,59.1
1447,2013_08,2013,8,강원도,58.6
1448,2013_09,2013,9,강원도,57.4
1449,2013_10,2013,10,강원도,58.1
1450,2013_11,2013,11,강원도,57.4
1451,2013_12,2013,12,강원도,51.1
1452,2014_01,2014,1,강원도,50.4
1453,2014_02,2014,2,강원도,50.6
1454,2014_03,2014,3,강원도,54.1
1455,2014_04,2014,4,강원도,59.2
1456,2014_05,2014,5,강원도,58.9
1457,2014_06,2014,6,강원도,59.5
1458,2014_07,2014,7,강원도,59.6
1459,2014_08,2014,8,강원도,59.3
1460,2014_09,2014,9,강원도,58.9
1461,2014_10,2014,10,강원도,59.2
1462,2014_11,2014,11,강원도,59.1
1463,2014_12,2014,12,강원도,53.6
1464,2015_01,2015,1,강원도,51.7
1465,2015_02,2015,2,강원도,52.2
1466,2015_03,2015,3,강원도,55.4
1467,2015_04,2015,4,강원도,58.7
1468,2015_05,2015,5,강원도,59.7
1469,2015_06,2015,6,강원도,60.2
1470,2015_07,2015,7,강원도,60.9
1471,2015_08,2015,8,강원도,60.7
1472,2015_09,2015,9,강원도,60.5
1473,2015_10,2015,10,강원도,60.0
1474,2015_11,2015,11,강원도,59.1
1475,2015_12,2015,12,강원도,55.2
1476,2016_01,2016,1,강원도,52.5
1477,2016_02,2016,2,강원도,52.3
1478,2016_03,2016,3,강원도,56.3
1479,2016_04,2016,4,강원도,59.1
1480,2016_05,2016,5,강원도,60.3
1481,2016_06,2016,6,강원도,60.6
1482,2016_07,2016,7,강원도,60.1
1483,2016_08,2016,8,강원도,60.1
1484,2016_09,2016,9,강원도,60.0
1485,2016_10,2016,10,강원도,60.4
1486,2016_11,2016,11,강원도,60.3
1487,2016_12,2016,12,강원도,56.4
1488,2017_01,2017,1,강원도,54.0
1489,2017_02,2017,2,강원도,55.1
1490,2017_03,2017,3,강원도,59.0
1491,2017_04,2017,4,강원도,62.3
1492,2017_05,2017,5,강원도,63.6
1493,2017_06,2017,6,강원도,63.8
1494,2017_07,2017,7,강원도,64.3
1495,2017_08,2017,8,강원도,64.0
1496,2017_09,2017,9,강원도,63.0
1497,2017_10,2017,10,강원도,63.2
1498,2017_11,2017,11,강원도,62.4
1499,2017_12,2017,12,강원도,57.3
1500,2018_01,2018,1,강원도,54.0
1501,2018_02,2018,2,강원도,54.3
1502,2018_03,2018,3,강원도,60.0
1503,2018_04,2018,4,강원도,61.9
1504,2018_05,2018,5,강원도,62.8
1505,2018_06,2018,6,강원도,63.0
1506,2018_07,2018,7,강원도,62.7
1507,2018_08,2018,8,강원도,63.1
1508,2018_09,2018,9,강원도,63.3
1509,2018_10,2018,10,강원도,63.0
1510,2018_11,2018,11,강원도,62.9
1511,2018_12,2018,12,강원도,57.2
1512,2019_01,2019,1,강원도,55.4
1513,2019_02,2019,2,강원도,56.1
1514,2019_03,2019,3,강원도,61.4
1515,2019_04,2019,4,강원도,63.8
1516,2019_05,2019,5,강원도,64.5
1517,2019_06,2019,6,강원도,63.8
1518,2019_07,2019,7,강원도,65.0
1519,2019_08,2019,8,강원도,65.3
1520,2019_09,2019,9,강원도,65.0
1521,2019_10,2019,10,강원도,64.5
1522,2019_11,2019,11,강원도,64.0
1523,2019_12,2019,12,강원도,58.2
1524,2020_01,2020,1,강원도,56.3
1525,2020_02,2020,2,강원도,58.1
1526,2020_03,2020,3,강원도,61.1
1527,2020_04,2020,4,강원도,61.3
1528,2020_05,2020,5,강원도,62.6
1529,2020_06,2020,6,강원도,62.8
1530,2020_07,2020,7,강원도,62.3
1531,2020_08,2020,8,강원도,62.7
1532,2020_09,2020,9,강원도,62.1
1533,2020_10,2020,10,강원도,62.4
1534,2020_11,2020,11,강원도,62.1
1535,2020_12,2020,12,강원도,55.5
1536,2021_01,2021,1,강원도,52.8
1537,2021_02,2021,2,강원도,56.1
1538,2021_03,2021,3,강원도,61.1
1539,2021_04,2021,4,강원도,62.2
1540,2021_05,2021,5,강원도,63.5
1541,2021_06,2021,6,강원도,64.0
1542,2021_07,2021,7,강원도,64.1
1543,2021_08,2021,8,강원도,63.8
1544,2021_09,2021,9,강원도,63.5
1545,2021_10,2021,10,강원도,63.7
1546,2021_11,2021,11,강원도,63.8
1547,2021_12,2021,12,강원도,58.7
1548,2022_01,2022,1,강원도,55.0
1549,2022_02,2022,2,강원도,58.7
1550,2022_03,2022,3,강원도,60.4
1551,2022_04,2022,4,강원도,62.6
1552,2022_05,2022,5,강원도,63.8
1553,2022_06,2022,6,강원도,63.9
1554,2022_07,2022,7,강원도,64.2
1555,2022_08,2022,8,강원도,64.0
1556,2022_09,2022,9,강원도,64.1
1557,2022_10,2022,10,강원도,63.9
1558,2022_11,2022,11,강원도,63.3
1559,2022_12,2022,12,강원도,58.2
1560,2010_01,2010,1,충청북도,53.9
1561,2010_02,2010,2,충청북도,55.3
1562,2010_03,2010,3,충청북도,58.8
1563,2010_04,2010,4,충청북도,61.1
1564,2010_05,2010,5,충청북도,61.3
1565,2010_06,2010,6,충청북도,61.9
1566,2010_07,2010,7,충청북도,61.6
1567,2010_08,2010,8,충청북도,61.2
1568,2010_09,2010,9,충청북도,60.8
1569,2010_10,2010,10,충청북도,60.7
1570,2010_11,2010,11,충청북도,59.8
1571,2010_12,2010,12,충청북도,57.2
1572,2011_01,2011,1,충청북도,54.7
1573,2011_02,2011,2,충청북도,55.9
1574,2011_03,2011,3,충청북도,58.8
1575,2011_04,2011,4,충청북도,61.4
1576,2011_05,2011,5,충청북도,62.6
1577,2011_06,2011,6,충청북도,62.3
1578,2011_07,2011,7,충청북도,61.5
1579,2011_08,2011,8,충청북도,61.0
1580,2011_09,2011,9,충청북도,60.2
1581,2011_10,2011,10,충청북도,60.8
1582,2011_11,2011,11,충청북도,59.8
1583,2011_12,2011,12,충청북도,55.3
1584,2012_01,2012,1,충청북도,53.7
1585,2012_02,2012,2,충청북도,54.6
1586,2012_03,2012,3,충청북도,57.8
1587,2012_04,2012,4,충청북도,60.1
1588,2012_05,2012,5,충청북도,61.9
1589,2012_06,2012,6,충청북도,61.5
1590,2012_07,2012,7,충청북도,61.4
1591,2012_08,2012,8,충청북도,59.6
1592,2012_09,2012,9,충청북도,60.3
1593,2012_10,2012,10,충청북도,60.4
1594,2012_11,2012,11,충청북도,59.2
1595,2012_12,2012,12,충청북도,55.7
1596,2013_01,2013,1,충청북도,53.5
1597,2013_02,2013,2,충청북도,55.1
1598,2013_03,2013,3,충청북도,58.1
1599,2013_04,2013,4,충청북도,60.8
1600,2013_05,2013,5,충청북도,61.8
1601,2013_06,2013,6,충청북도,62.7
1602,2013_07,2013,7,충청북도,62.3
1603,2013_08,2013,8,충청북도,61.2
1604,2013_09,2013,9,충청북도,61.5
1605,2013_10,2013,10,충청북도,62.4
1606,2013_11,2013,11,충청북도,62.1
1607,2013_12,2013,12,충청북도,57.9
1608,2014_01,2014,1,충청북도,56.6
1609,2014_02,2014,2,충청북도,58.5
1610,2014_03,2014,3,충청북도,59.8
1611,2014_04,2014,4,충청북도,62.7
1612,2014_05,2014,5,충청북도,63.9
1613,2014_06,2014,6,충청북도,64.2
1614,2014_07,2014,7,충청북도,64.4
1615,2014_08,2014,8,충청북도,63.7
1616,2014_09,2014,9,충청북도,64.0
1617,2014_10,2014,10,충청북도,63.9
1618,2014_11,2014,11,충청북도,63.4
1619,2014_12,2014,12,충청북도,58.7
1620,2015_01,2015,1,충청북도,57.0
1621,2015_02,2015,2,충청북도,58.8
1622,2015_03,2015,3,충청북도,60.5
1623,2015_04,2015,4,충청북도,62.8
1624,2015_05,2015,5,충청북도,63.4
1625,2015_06,2015,6,충청북도,63.8
1626,2015_07,2015,7,충청북도,63.8
1627,2015_08,2015,8,충청북도,63.7
1628,2015_09,2015,9,충청북도,64.3
1629,2015_10,2015,10,충청북도,64.6
1630,2015_11,2015,11,충청북도,64.2
1631,2015_12,2015,12,충청북도,61.6
1632,2016_01,2016,1,충청북도,58.2
1633,2016_02,2016,2,충청북도,58.8
1634,2016_03,2016,3,충청북도,61.6
1635,2016_04,2016,4,충청북도,62.1
1636,2016_05,2016,5,충청북도,63.1
1637,2016_06,2016,6,충청북도,63.2
1638,2016_07,2016,7,충청북도,63.3
1639,2016_08,2016,8,충청북도,63.1
1640,2016_09,2016,9,충청북도,62.9
1641,2016_10,2016,10,충청북도,63.1
1642,2016_11,2016,11,충청북도,63.2
1643,2016_12,2016,12,충청북도,61.1
1644,2017_01,2017,1,충청북도,58.3
1645,2017_02,2017,2,충청북도,58.2
1646,2017_03,2017,3,충청북도,61.2
1647,2017_04,2017,4,충청북도,63.2
1648,2017_05,2017,5,충청북도,64.2
1649,2017_06,2017,6,충청북도,64.0
1650,2017_07,2017,7,충청북도,63.6
1651,2017_08,2017,8,충청북도,63.7
1652,2017_09,2017,9,충청북도,65.3
1653,2017_10,2017,10,충청북도,64.6
1654,2017_11,2017,11,충청북도,63.6
1655,2017_12,2017,12,충청북도,61.0
1656,2018_01,2018,1,충청북도,59.5
1657,2018_02,2018,2,충청북도,59.3
1658,2018_03,2018,3,충청북도,62.1
1659,2018_04,2018,4,충청북도,64.3
1660,2018_05,2018,5,충청북도,64.4
1661,2018_06,2018,6,충청북도,65.8
1662,2018_07,2018,7,충청북도,65.1
1663,2018_08,2018,8,충청북도,64.6
1664,2018_09,2018,9,충청북도,64.2
1665,2018_10,2018,10,충청북도,64.2
1666,2018_11,2018,11,충청북도,64.5
1667,2018_12,2018,12,충청북도,61.4
1668,2019_01,2019,1,충청북도,60.1
1669,2019_02,2019,2,충청북도,60.7
1670,2019_03,2019,3,충청북도,62.3
1671,2019_04,2019,4,충청북도,63.2
1672,2019_05,2019,5,충청북도,64.3
1673,2019_06,2019,6,충청북도,63.6
1674,2019_07,2019,7,충청북도,63.7
1675,2019_08,2019,8,충청북도,63.9
1676,2019_09,2019,9,충청북도,63.8
1677,2019_10,2019,10,충청북도,64.1
1678,2019_11,2019,11,충청북도,63.3
1679,2019_12,2019,12,충청북도,61.5
1680,2020_01,2020,1,충청북도,61.0
1681,2020_02,2020,2,충청북도,61.7
1682,2020_03,2020,3,충청북도,62.8
1683,2020_04,2020,4,충청북도,63.1
1684,2020_05,2020,5,충청북도,64.5
1685,2020_06,2020,6,충청북도,64.7
1686,2020_07,2020,7,충청북도,64.5
1687,2020_08,2020,8,충청북도,63.7
1688,2020_09,2020,9,충청북도,63.7
1689,2020_10,2020,10,충청북도,63.1
1690,2020_11,2020,11,충청북도,63.8
1691,2020_12,2020,12,충청북도,61.6
1692,2021_01,2021,1,충청북도,58.8
1693,2021_02,2021,2,충청북도,60.9
1694,2021_03,2021,3,충청북도,62.6
1695,2021_04,2021,4,충청북도,63.4
1696,2021_05,2021,5,충청북도,64.4
1697,2021_06,2021,6,충청북도,64.4
1698,2021_07,2021,7,충청북도,63.9
1699,2021_08,2021,8,충청북도,64.5
1700,2021_09,2021,9,충청북도,64.2
1701,2021_10,2021,10,충청북도,64.9
1702,2021_11,2021,11,충청북도,64.6
1703,2021_12,2021,12,충청북도,63.5
1704,2022_01,2022,1,충청북도,61.8
1705,2022_02,2022,2,충청북도,62.7
1706,2022_03,2022,3,충청북도,64.5
1707,2022_04,2022,4,충청북도,65.2
1708,2022_05,2022,5,충청북도,66.1
1709,2022_06,2022,6,충청북도,66.5
1710,2022_07,2022,7,충청북도,65.8
1711,2022_08,2022,8,충청북도,65.9
1712,2022_09,2022,9,충청북도,65.4
1713,2022_10,2022,10,충청북도,65.9
1714,2022_11,2022,11,충청북도,65.7
1715,2022_12,2022,12,충청북도,63.3
1716,2010_01,2010,1,충청남도,55.4
1717,2010_02,2010,2,충청남도,55.7
1718,2010_03,2010,3,충청남도,57.9
1719,2010_04,2010,4,충청남도,61.3
1720,2010_05,2010,5,충청남도,62.2
1721,2010_06,2010,6,충청남도,62.7
1722,2010_07,2010,7,충청남도,62.2
1723,2010_08,2010,8,충청남도,62.1
1724,2010_09,2010,9,충청남도,62.0
1725,2010_10,2010,10,충청남도,61.9
1726,2010_11,2010,11,충청남도,61.3
1727,2010_12,2010,12,충청남도,58.0
1728,2011_01,2011,1,충청남도,55.4
1729,2011_02,2011,2,충청남도,56.8
1730,2011_03,2011,3,충청남도,60.2
1731,2011_04,2011,4,충청남도,62.2
1732,2011_05,2011,5,충청남도,63.8
1733,2011_06,2011,6,충청남도,64.4
1734,2011_07,2011,7,충청남도,62.5
1735,2011_08,2011,8,충청남도,61.8
1736,2011_09,2011,9,충청남도,61.5
1737,2011_10,2011,10,충청남도,62.7
1738,2011_11,2011,11,충청남도,61.8
1739,2011_12,2011,12,충청남도,58.2
1740,2012_01,2012,1,충청남도,55.8
1741,2012_02,2012,2,충청남도,56.1
1742,2012_03,2012,3,충청남도,60.3
1743,2012_04,2012,4,충청남도,63.2
1744,2012_05,2012,5,충청남도,64.2
1745,2012_06,2012,6,충청남도,63.7
1746,2012_07,2012,7,충청남도,63.9
1747,2012_08,2012,8,충청남도,62.7
1748,2012_09,2012,9,충청남도,63.1
1749,2012_10,2012,10,충청남도,63.5
1750,2012_11,2012,11,충청남도,62.5
1751,2012_12,2012,12,충청남도,58.7
1752,2013_01,2013,1,충청남도,56.7
1753,2013_02,2013,2,충청남도,56.5
1754,2013_03,2013,3,충청남도,61.6
1755,2013_04,2013,4,충청남도,64.2
1756,2013_05,2013,5,충청남도,65.1
1757,2013_06,2013,6,충청남도,65.1
1758,2013_07,2013,7,충청남도,65.3
1759,2013_08,2013,8,충청남도,64.4
1760,2013_09,2013,9,충청남도,64.6
1761,2013_10,2013,10,충청남도,64.1
1762,2013_11,2013,11,충청남도,63.9
1763,2013_12,2013,12,충청남도,60.2
1764,2014_01,2014,1,충청남도,58.4
1765,2014_02,2014,2,충청남도,58.5
1766,2014_03,2014,3,충청남도,61.9
1767,2014_04,2014,4,충청남도,63.5
1768,2014_05,2014,5,충청남도,63.6
1769,2014_06,2014,6,충청남도,64.3
1770,2014_07,2014,7,충청남도,64.6
1771,2014_08,2014,8,충청남도,63.3
1772,2014_09,2014,9,충청남도,64.2
1773,2014_10,2014,10,충청남도,63.8
1774,2014_11,2014,11,충청남도,63.5
1775,2014_12,2014,12,충청남도,58.8
1776,2015_01,2015,1,충청남도,58.1
1777,2015_02,2015,2,충청남도,59.2
1778,2015_03,2015,3,충청남도,61.2
1779,2015_04,2015,4,충청남도,63.1
1780,2015_05,2015,5,충청남도,64.2
1781,2015_06,2015,6,충청남도,64.3
1782,2015_07,2015,7,충청남도,63.9
1783,2015_08,2015,8,충청남도,62.9
1784,2015_09,2015,9,충청남도,63.7
1785,2015_10,2015,10,충청남도,63.8
1786,2015_11,2015,11,충청남도,62.6
1787,2015_12,2015,12,충청남도,60.0
1788,2016_01,2016,1,충청남도,57.7
1789,2016_02,2016,2,충청남도,57.6
1790,2016_03,2016,3,충청남도,59.7
1791,2016_04,2016,4,충청남도,61.9
1792,2016_05,2016,5,충청남도,63.0
1793,2016_06,2016,6,충청남도,63.1
1794,2016_07,2016,7,충청남도,63.3
1795,2016_08,2016,8,충청남도,63.1
1796,2016_09,2016,9,충청남도,63.8
1797,2016_10,2016,10,충청남도,63.5
1798,2016_11,2016,11,충청남도,63.3
1799,2016_12,2016,12,충청남도,60.4
1800,2017_01,2017,1,충청남도,57.8
1801,2017_02,2017,2,충청남도,57.2
1802,2017_03,2017,3,충청남도,60.2
1803,2017_04,2017,4,충청남도,63.0
1804,2017_05,2017,5,충청남도,63.6
1805,2017_06,2017,6,충청남도,64.2
1806,2017_07,2017,7,충청남도,63.8
1807,2017_08,2017,8,충청남도,63.7
1808,2017_09,2017,9,충청남도,64.4
1809,2017_10,2017,10,충청남도,64.1
1810,2017_11,2017,11,충청남도,63.9
1811,2017_12,2017,12,충청남도,61.5
1812,2018_01,2018,1,충청남도,59.5
1813,2018_02,2018,2,충청남도,58.9
1814,2018_03,2018,3,충청남도,61.2
1815,2018_04,2018,4,충청남도,63.9
1816,2018_05,2018,5,충청남도,64.9
1817,2018_06,2018,6,충청남도,64.6
1818,2018_07,2018,7,충청남도,65.8
1819,2018_08,2018,8,충청남도,65.5
1820,2018_09,2018,9,충청남도,65.9
1821,2018_10,2018,10,충청남도,65.4
1822,2018_11,2018,11,충청남도,65.5
1823,2018_12,2018,12,충청남도,61.4
1824,2019_01,2019,1,충청남도,60.8
1825,2019_02,2019,2,충청남도,61.0
1826,2019_03,2019,3,충청남도,63.7
1827,2019_04,2019,4,충청남도,64.5
1828,2019_05,2019,5,충청남도,65.1
1829,2019_06,2019,6,충청남도,64.7
1830,2019_07,2019,7,충청남도,64.5
1831,2019_08,2019,8,충청남도,64.0
1832,2019_09,2019,9,충청남도,64.2
1833,2019_10,2019,10,충청남도,65.2
1834,2019_11,2019,11,충청남도,64.2
1835,2019_12,2019,12,충청남도,61.9
1836,2020_01,2020,1,충청남도,59.1
1837,2020_02,2020,2,충청남도,59.4
1838,2020_03,2020,3,충청남도,60.9
1839,2020_04,2020,4,충청남도,62.3
1840,2020_05,2020,5,충청남도,63.2
1841,2020_06,2020,6,충청남도,64.0
1842,2020_07,2020,7,충청남도,64.2
1843,2020_08,2020,8,충청남도,64.0
1844,2020_09,2020,9,충청남도,63.9
1845,2020_10,2020,10,충청남도,64.7
1846,2020_11,2020,11,충청남도,63.2
1847,2020_12,2020,12,충청남도,60.0
1848,2021_01,2021,1,충청남도,56.7
1849,2021_02,2021,2,충청남도,58.7
1850,2021_03,2021,3,충청남도,61.6
1851,2021_04,2021,4,충청남도,63.6
1852,2021_05,2021,5,충청남도,64.7
1853,2021_06,2021,6,충청남도,64.7
1854,2021_07,2021,7,충청남도,65.0
1855,2021_08,2021,8,충청남도,64.9
1856,2021_09,2021,9,충청남도,65.2
1857,2021_10,2021,10,충청남도,65.4
1858,2021_11,2021,11,충청남도,64.3
1859,2021_12,2021,12,충청남도,61.6
1860,2022_01,2022,1,충청남도,59.2
1861,2022_02,2022,2,충청남도,59.4
1862,2022_03,2022,3,충청남도,62.9
1863,2022_04,2022,4,충청남도,64.1
1864,2022_05,2022,5,충청남도,65.5
1865,2022_06,2022,6,충청남도,65.6
1866,2022_07,2022,7,충청남도,66.2
1867,2022_08,2022,8,충청남도,66.4
1868,2022_09,2022,9,충청남도,66.5
1869,2022_10,2022,10,충청남도,67.1
1870,2022_11,2022,11,충청남도,66.2
1871,2022_12,2022,12,충청남도,61.9
1872,2010_01,2010,1,전라북도,53.4
1873,2010_02,2010,2,전라북도,53.9
1874,2010_03,2010,3,전라북도,56.0
1875,2010_04,2010,4,전라북도,57.8
1876,2010_05,2010,5,전라북도,59.5
1877,2010_06,2010,6,전라북도,59.6
1878,2010_07,2010,7,전라북도,58.6
1879,2010_08,2010,8,전라북도,57.6
1880,2010_09,2010,9,전라북도,57.6
1881,2010_10,2010,10,전라북도,58.2
1882,2010_11,2010,11,전라북도,57.0
1883,2010_12,2010,12,전라북도,54.4
1884,2011_01,2011,1,전라북도,52.5
1885,2011_02,2011,2,전라북도,53.0
1886,2011_03,2011,3,전라북도,56.0
1887,2011_04,2011,4,전라북도,58.5
1888,2011_05,2011,5,전라북도,59.5
1889,2011_06,2011,6,전라북도,59.6
1890,2011_07,2011,7,전라북도,58.7
1891,2011_08,2011,8,전라북도,59.0
1892,2011_09,2011,9,전라북도,59.1
1893,2011_10,2011,10,전라북도,59.6
1894,2011_11,2011,11,전라북도,59.1
1895,2011_12,2011,12,전라북도,55.9
1896,2012_01,2012,1,전라북도,52.9
1897,2012_02,2012,2,전라북도,53.2
1898,2012_03,2012,3,전라북도,55.9
1899,2012_04,2012,4,전라북도,57.9
1900,2012_05,2012,5,전라북도,59.6
