,연월,시도,고용률,연도,월
2535,2013.04,제주특별자치도,66.2,2013,04
2536,2013.05,제주특별자치도,67.6,2013,05
2537,2013.06,제주특별자치도,67.0,2013,06
2538,2013.07,제주특별자치도,66.6,2013,07
2539,2013.08,제주특별자치도,65.4,2013,08
2540,2013.09,제주특별자치도,66.5,2013,09
2541,2013.10,제주특별자치도,67.3,2013,10
2542,2013.11,제주특별자치도,67.1,2013,11
2543,2013.12,제주특별자치도,68.2,2013,12
2544,2014.01,제주특별자치도,67.5,2014,01
2545,2014.02,제주특별자치도,66.9,2014,02
2546,2014.03,제주특별자치도,67.6,2014,03
2547,2014.04,제주특별자치도,67.3,2014,04
2548,2014.05,제주특별자치도,67.2,2014,05
2549,2014.06,제주특별자치도,66.4,2014,06
2550,2014.07,제주특별자치도,66.7,2014,07
2551,2014.08,제주특별자치도,66.1,2014,08
2552,2014.09,제주특별자치도,67.2,2014,09
2553,2014.10,제주특별자치도,68.1,2014,10
2554,2014.11,제주특별자치도,68.1,2014,11
2555,2014.12,제주특별자치도,67.9,2014,12
2556,2015.01,제주특별자치도,68.0,2015,01
2557,2015.02,제주특별자치도,66.6,2015,02
2558,2015.03,제주특별자치도,66.4,2015,03
2559,2015.04,제주특별자치도,66.8,2015,04
2560,2015.05,제주특별자치도,68.6,2015,05
2561,2015.06,제주특별자치도,68.7,2015,06
2562,2015.07,제주특별자치도,68.8,2015,07
2563,2015.08,제주특별자치도,69.1,2015,08
2564,2015.09,제주특별자치도,69.4,2015,09
2565,2015.10,제주특별자치도,70.2,2015,10
2566,2015.11,제주특별자치도,70.2,2015,11
2567,2015.12,제주특별자치도,69.6,2015,12
2568,2016.01,제주특별자치도,68.3,2016,01
2569,2016.02,제주특별자치도,68.2,2016,02
2570,2016.03,제주특별자치도,67.9,2016,03
2571,2016.04,제주특별자치도,68.6,2016,04
2572,2016.05,제주특별자치도,69.3,2016,05
2573,2016.06,제주특별자치도,68.5,2016,06
2574,2016.07,제주특별자치도,68.2,2016,07
2575,2016.08,제주특별자치도,69.8,2016,08
2576,2016.09,제주특별자치도,70.0,2016,09
2577,2016.10,제주특별자치도,70.5,2016,10
2578,2016.11,제주특별자치도,71.2,2016,11
2579,2016.12,제주특별자치도,70.4,2016,12
2580,2017.01,제주특별자치도,69.8,2017,01
2581,2017.02,제주특별자치도,70.0,2017,02
2582,2017.03,제주특별자치도,71.0,2017,03
2583,2017.04,제주특별자치도,71.4,2017,04
2584,2017.05,제주특별자치도,71.6,2017,05
2585,2017.06,제주특별자치도,71.1,2017,06
2586,2017.07,제주특별자치도,71.9,2017,07
2587,2017.08,제주특별자치도,70.7,2017,08
2588,2017.09,제주특별자치도,70.6,2017,09
2589,2017.10,제주특별자치도,70.2,2017,10
2590,2017.11,제주특별자치도,71.8,2017,11
2591,2017.12,제주특별자치도,70.7,2017,12
2592,2018.01,제주특별자치도,68.8,2018,01
2593,2018.02,제주특별자치도,67.3,2018,02
2594,2018.03,제주특별자치도,68.6,2018,03
2595,2018.04,제주특별자치도,68.5,2018,04
2596,2018.05,제주특별자치도,68.6,2018,05
2597,2018.06,제주특별자치도,68.4,2018,06
2598,2018.07,제주특별자치도,68.2,2018,07
2599,2018.08,제주특별자치도,68.1,2018,08
2600,2018.09,제주특별자치도,68.2,2018,09
2601,2018.10,제주특별자치도,68.3,2018,10
2602,2018.11,제주특별자치도,69.6,2018,11
2603,2018.12,제주특별자치도,68.6,2018,12
2604,2019.01,제주특별자치도,67.8,2019,01
2605,2019.02,제주특별자치도,67.9,2019,02
2606,2019.03,제주특별자치도,67.5,2019,03
2607,2019.04,제주특별자치도,68.1,2019,04
2608,2019.05,제주특별자치도,68.6,2019,05
2609,2019.06,제주특별자치도,68.7,2019,06
2610,2019.07,제주특별자치도,67.5,2019,07
2611,2019.08,제주특별자치도,68.6,2019,08
2612,2019.09,제주특별자치도,68.2,2019,09
2613,2019.10,제주특별자치도,69.3,2019,10
2614,2019.11,제주특별자치도,69.3,2019,11
2615,2019.12,제주특별자치도,69.3,2019,12
2616,2020.01,제주특별자치도,69.2,2020,01
2617,2020.02,제주특별자치도,67.6,2020,02
2618,2020.03,제주특별자치도,65.8,2020,03
2619,2020.04,제주특별자치도,65.8,2020,04
2620,2020.05,제주특별자치도,66.4,2020,05
2621,2020.06,제주특별자치도,65.6,2020,06
2622,2020.07,제주특별자치도,66.8,2020,07
2623,2020.08,제주특별자치도,67.2,2020,08
2624,2020.09,제주특별자치도,67.5,2020,09
2625,2020.10,제주특별자치도,67.5,2020,10
2626,2020.11,제주특별자치도,69.2,2020,11
2627,2020.12,제주특별자치도,67.1,2020,12
2628,2021.01,제주특별자치도,64.6,2021,01
2629,2021.02,제주특별자치도,66.5,2021,02
2630,2021.03,제주특별자치도,67.7,2021,03
2631,2021.04,제주특별자치도,68.7,2021,04
2632,2021.05,제주특별자치도,68.2,2021,05
2633,2021.06,제주특별자치도,68.1,2021,06
2634,2021.07,제주특별자치도,66.9,2021,07
2635,2021.08,제주특별자치도,67.0,2021,08
2636,2021.09,제주특별자치도,66.5,2021,09
2637,2021.10,제주특별자치도,67.7,2021,10
2638,2021.11,제주특별자치도,68.9,2021,11
2639,2021.12,제주특별자치도,68.1,2021,12
2640,2022.01,제주특별자치도,68.1,2022,01
2641,2022.02,제주특별자치도,68.5,2022,02
2642,2022.03,제주특별자치도,69.4,2022,03
2643,2022.04,제주특별자치도,68.5,2022,04
2644,2022.05,제주특별자치도,68.9,2022,05
2645,2022.06,제주특별자치도,70.0,2022,06
2646,2022.07,제주특별자치도,69.8,2022,07
2647,2022.08,제주특별자치도,70.3,2022,08
2648,2022.09,제주특별자치도,70.5,2022,09
2649,2022.10,제주특별자치도,72.2,2022,10
2650,2022.11,제주특별자치도,72.1,2022,11
2651,2022.12,제주특별자치도,70.7,2022,12
