,연월,시도,고용률,연도,월
1256,2010.09,경기도,59.9,2010,09
1257,2010.10,경기도,60.1,2010,10
1258,2010.11,경기도,59.6,2010,11
1259,2010.12,경기도,58.5,2010,12
1260,2011.01,경기도,58.3,2011,01
1261,2011.02,경기도,58.2,2011,02
1262,2011.03,경기도,58.9,2011,03
1263,2011.04,경기도,59.7,2011,04
1264,2011.05,경기도,60.2,2011,05
1265,2011.06,경기도,60.1,2011,06
1266,2011.07,경기도,59.7,2011,07
1267,2011.08,경기도,59.6,2011,08
1268,2011.09,경기도,59.2,2011,09
1269,2011.10,경기도,59.7,2011,10
1270,2011.11,경기도,59.5,2011,11
1271,2011.12,경기도,59.0,2011,12
1272,2012.01,경기도,58.2,2012,01
1273,2012.02,경기도,58.2,2012,02
1274,2012.03,경기도,58.9,2012,03
1275,2012.04,경기도,59.7,2012,04
1276,2012.05,경기도,60.7,2012,05
1277,2012.06,경기도,60.8,2012,06
1278,2012.07,경기도,60.6,2012,07
1279,2012.08,경기도,60.1,2012,08
1280,2012.09,경기도,60.5,2012,09
1281,2012.10,경기도,60.8,2012,10
1282,2012.11,경기도,60.3,2012,11
1283,2012.12,경기도,58.8,2012,12
1284,2013.01,경기도,58.1,2013,01
1285,2013.02,경기도,57.6,2013,02
1286,2013.03,경기도,58.7,2013,03
1287,2013.04,경기도,60.1,2013,04
1288,2013.05,경기도,60.6,2013,05
1289,2013.06,경기도,60.9,2013,06
1290,2013.07,경기도,61.1,2013,07
1291,2013.08,경기도,61.0,2013,08
1292,2013.09,경기도,61.6,2013,09
1293,2013.10,경기도,61.5,2013,10
1294,2013.11,경기도,61.5,2013,11
1295,2013.12,경기도,60.1,2013,12
1296,2014.01,경기도,60.0,2014,01
1297,2014.02,경기도,60.0,2014,02
1298,2014.03,경기도,60.4,2014,03
1299,2014.04,경기도,61.7,2014,04
1300,2014.05,경기도,61.8,2014,05
1301,2014.06,경기도,62.2,2014,06
1302,2014.07,경기도,62.6,2014,07
1303,2014.08,경기도,62.4,2014,08
1304,2014.09,경기도,62.2,2014,09
1305,2014.10,경기도,62.4,2014,10
1306,2014.11,경기도,62.2,2014,11
1307,2014.12,경기도,61.4,2014,12
1308,2015.01,경기도,60.8,2015,01
1309,2015.02,경기도,60.8,2015,02
1310,2015.03,경기도,61.2,2015,03
1311,2015.04,경기도,62.0,2015,04
1312,2015.05,경기도,62.1,2015,05
1313,2015.06,경기도,62.2,2015,06
1314,2015.07,경기도,62.4,2015,07
1315,2015.08,경기도,61.8,2015,08
1316,2015.09,경기도,61.9,2015,09
1317,2015.10,경기도,62.0,2015,10
1318,2015.11,경기도,61.7,2015,11
1319,2015.12,경기도,61.2,2015,12
1320,2016.01,경기도,60.3,2016,01
1321,2016.02,경기도,60.1,2016,02
1322,2016.03,경기도,61.2,2016,03
1323,2016.04,경기도,61.5,2016,04
1324,2016.05,경기도,62.0,2016,05
1325,2016.06,경기도,62.5,2016,06
1326,2016.07,경기도,62.6,2016,07
1327,2016.08,경기도,62.3,2016,08
1328,2016.09,경기도,62.1,2016,09
1329,2016.10,경기도,61.9,2016,10
1330,2016.11,경기도,62.0,2016,11
1331,2016.12,경기도,61.3,2016,12
1332,2017.01,경기도,60.6,2017,01
1333,2017.02,경기도,60.6,2017,02
1334,2017.03,경기도,61.7,2017,03
1335,2017.04,경기도,62.1,2017,04
1336,2017.05,경기도,62.4,2017,05
1337,2017.06,경기도,62.3,2017,06
1338,2017.07,경기도,62.9,2017,07
1339,2017.08,경기도,62.5,2017,08
1340,2017.09,경기도,62.8,2017,09
1341,2017.10,경기도,62.7,2017,10
1342,2017.11,경기도,62.9,2017,11
1343,2017.12,경기도,62.1,2017,12
1344,2018.01,경기도,61.4,2018,01
1345,2018.02,경기도,60.7,2018,02
1346,2018.03,경기도,61.8,2018,03
1347,2018.04,경기도,62.3,2018,04
1348,2018.05,경기도,62.7,2018,05
1349,2018.06,경기도,62.5,2018,06
1350,2018.07,경기도,62.4,2018,07
1351,2018.08,경기도,62.0,2018,08
1352,2018.09,경기도,62.4,2018,09
1353,2018.10,경기도,62.0,2018,10
1354,2018.11,경기도,62.3,2018,11
1355,2018.12,경기도,61.1,2018,12
1356,2019.01,경기도,60.5,2019,01
1357,2019.02,경기도,60.5,2019,02
1358,2019.03,경기도,61.6,2019,03
1359,2019.04,경기도,61.9,2019,04
1360,2019.05,경기도,62.5,2019,05
1361,2019.06,경기도,62.8,2019,06
1362,2019.07,경기도,62.3,2019,07
1363,2019.08,경기도,62.1,2019,08
1364,2019.09,경기도,61.9,2019,09
1365,2019.10,경기도,62.2,2019,10
1366,2019.11,경기도,62.3,2019,11
1367,2019.12,경기도,61.9,2019,12
1368,2020.01,경기도,61.2,2020,01
1369,2020.02,경기도,60.7,2020,02
1370,2020.03,경기도,60.3,2020,03
1371,2020.04,경기도,60.0,2020,04
1372,2020.05,경기도,60.8,2020,05
1373,2020.06,경기도,60.6,2020,06
1374,2020.07,경기도,60.4,2020,07
1375,2020.08,경기도,60.0,2020,08
1376,2020.09,경기도,60.0,2020,09
1377,2020.10,경기도,60.1,2020,10
1378,2020.11,경기도,60.4,2020,11
1379,2020.12,경기도,59.1,2020,12
1380,2021.01,경기도,57.9,2021,01
1381,2021.02,경기도,59.1,2021,02
1382,2021.03,경기도,60.0,2021,03
1383,2021.04,경기도,60.6,2021,04
1384,2021.05,경기도,61.5,2021,05
1385,2021.06,경기도,61.8,2021,06
1386,2021.07,경기도,62.0,2021,07
1387,2021.08,경기도,61.7,2021,08
1388,2021.09,경기도,61.9,2021,09
1389,2021.10,경기도,62.2,2021,10
1390,2021.11,경기도,62.6,2021,11
1391,2021.12,경기도,62.1,2021,12
1392,2022.01,경기도,61.7,2022,01
1393,2022.02,경기도,62.7,2022,02
1394,2022.03,경기도,63.2,2022,03
1395,2022.04,경기도,64.1,2022,04
1396,2022.05,경기도,65.2,2022,05
1397,2022.06,경기도,65.2,2022,06
1398,2022.07,경기도,65.0,2022,07
1399,2022.08,경기도,64.5,2022,08
1400,2022.09,경기도,64.3,2022,09
1401,2022.10,경기도,64.2,2022,10
1402,2022.11,경기도,63.9,2022,11
1403,2022.12,경기도,63.0,2022,12
1404,2010.01,강원도,49.7,2010,01
1405,2010.02,강원도,49.6,2010,02
1406,2010.03,강원도,51.7,2010,03
1407,2010.04,강원도,56.3,2010,04
1408,2010.05,강원도,59.0,2010,05
1409,2010.06,강원도,59.0,2010,06
1410,2010.07,강원도,60.2,2010,07
1411,2010.08,강원도,58.9,2010,08
1412,2010.09,강원도,58.1,2010,09
1413,2010.10,강원도,58.9,2010,10
1414,2010.11,강원도,57.9,2010,11
1415,2010.12,강원도,52.4,2010,12
1416,2011.01,강원도,49.3,2011,01
1417,2011.02,강원도,49.7,2011,02
1418,2011.03,강원도,53.7,2011,03
1419,2011.04,강원도,57.5,2011,04
1420,2011.05,강원도,59.5,2011,05
1421,2011.06,강원도,60.1,2011,06
1422,2011.07,강원도,59.5,2011,07
1423,2011.08,강원도,59.1,2011,08
1424,2011.09,강원도,57.2,2011,09
1425,2011.10,강원도,58.6,2011,10
1426,2011.11,강원도,57.4,2011,11
1427,2011.12,강원도,52.9,2011,12
1428,2012.01,강원도,50.8,2012,01
1429,2012.02,강원도,50.5,2012,02
1430,2012.03,강원도,52.6,2012,03
1431,2012.04,강원도,58.0,2012,04
1432,2012.05,강원도,59.6,2012,05
1433,2012.06,강원도,59.2,2012,06
1434,2012.07,강원도,60.1,2012,07
1435,2012.08,강원도,59.2,2012,08
1436,2012.09,강원도,60.2,2012,09
1437,2012.10,강원도,59.9,2012,10
1438,2012.11,강원도,58.1,2012,11
1439,2012.12,강원도,54.4,2012,12
1440,2013.01,강원도,51.4,2013,01
1441,2013.02,강원도,51.6,2013,02
1442,2013.03,강원도,54.5,2013,03
1443,2013.04,강원도,57.7,2013,04
1444,2013.05,강원도,59.6,2013,05
1445,2013.06,강원도,58.5,2013,06
1446,2013.07,강원도,59.1,2013,07
1447,2013.08,강원도,58.6,2013,08
1448,2013.09,강원도,57.4,2013,09
1449,2013.10,강원도,58.1,2013,10
1450,2013.11,강원도,57.4,2013,11
1451,2013.12,강원도,51.1,2013,12
1452,2014.01,강원도,50.4,2014,01
1453,2014.02,강원도,50.6,2014,02
1454,2014.03,강원도,54.1,2014,03
1455,2014.04,강원도,59.2,2014,04
1456,2014.05,강원도,58.9,2014,05
1457,2014.06,강원도,59.5,2014,06
1458,2014.07,강원도,59.6,2014,07
1459,2014.08,강원도,59.3,2014,08
1460,2014.09,강원도,58.9,2014,09
1461,2014.10,강원도,59.2,2014,10
1462,2014.11,강원도,59.1,2014,11
1463,2014.12,강원도,53.6,2014,12
1464,2015.01,강원도,51.7,2015,01
1465,2015.02,강원도,52.2,2015,02
1466,2015.03,강원도,55.4,2015,03
1467,2015.04,강원도,58.7,2015,04
1468,2015.05,강원도,59.7,2015,05
1469,2015.06,강원도,60.2,2015,06
1470,2015.07,강원도,60.9,2015,07
1471,2015.08,강원도,60.7,2015,08
1472,2015.09,강원도,60.5,2015,09
1473,2015.10,강원도,60.0,2015,10
1474,2015.11,강원도,59.1,2015,11
1475,2015.12,강원도,55.2,2015,12
1476,2016.01,강원도,52.5,2016,01
1477,2016.02,강원도,52.3,2016,02
1478,2016.03,강원도,56.3,2016,03
1479,2016.04,강원도,59.1,2016,04
1480,2016.05,강원도,60.3,2016,05
1481,2016.06,강원도,60.6,2016,06
1482,2016.07,강원도,60.1,2016,07
1483,2016.08,강원도,60.1,2016,08
1484,2016.09,강원도,60.0,2016,09
1485,2016.10,강원도,60.4,2016,10
1486,2016.11,강원도,60.3,2016,11
1487,2016.12,강원도,56.4,2016,12
1488,2017.01,강원도,54.0,2017,01
1489,2017.02,강원도,55.1,2017,02
1490,2017.03,강원도,59.0,2017,03
1491,2017.04,강원도,62.3,2017,04
1492,2017.05,강원도,63.6,2017,05
1493,2017.06,강원도,63.8,2017,06
1494,2017.07,강원도,64.3,2017,07
1495,2017.08,강원도,64.0,2017,08
1496,2017.09,강원도,63.0,2017,09
1497,2017.10,강원도,63.2,2017,10
1498,2017.11,강원도,62.4,2017,11
1499,2017.12,강원도,57.3,2017,12
1500,2018.01,강원도,54.0,2018,01
1501,2018.02,강원도,54.3,2018,02
1502,2018.03,강원도,60.0,2018,03
1503,2018.04,강원도,61.9,2018,04
1504,2018.05,강원도,62.8,2018,05
1505,2018.06,강원도,63.0,2018,06
1506,2018.07,강원도,62.7,2018,07
1507,2018.08,강원도,63.1,2018,08
1508,2018.09,강원도,63.3,2018,09
1509,2018.10,강원도,63.0,2018,10
1510,2018.11,강원도,62.9,2018,11
1511,2018.12,강원도,57.2,2018,12
1512,2019.01,강원도,55.4,2019,01
1513,2019.02,강원도,56.1,2019,02
1514,2019.03,강원도,61.4,2019,03
1515,2019.04,강원도,63.8,2019,04
1516,2019.05,강원도,64.5,2019,05
1517,2019.06,강원도,63.8,2019,06
1518,2019.07,강원도,65.0,2019,07
1519,2019.08,강원도,65.3,2019,08
1520,2019.09,강원도,65.0,2019,09
1521,2019.10,강원도,64.5,2019,10
1522,2019.11,강원도,64.0,2019,11
1523,2019.12,강원도,58.2,2019,12
1524,2020.01,강원도,56.3,2020,01
1525,2020.02,강원도,58.1,2020,02
1526,2020.03,강원도,61.1,2020,03
1527,2020.04,강원도,61.3,2020,04
1528,2020.05,강원도,62.6,2020,05
1529,2020.06,강원도,62.8,2020,06
1530,2020.07,강원도,62.3,2020,07
1531,2020.08,강원도,62.7,2020,08
1532,2020.09,강원도,62.1,2020,09
1533,2020.10,강원도,62.4,2020,10
1534,2020.11,강원도,62.1,2020,11
1535,2020.12,강원도,55.5,2020,12
1536,2021.01,강원도,52.8,2021,01
1537,2021.02,강원도,56.1,2021,02
1538,2021.03,강원도,61.1,2021,03
1539,2021.04,강원도,62.2,2021,04
1540,2021.05,강원도,63.5,2021,05
1541,2021.06,강원도,64.0,2021,06
1542,2021.07,강원도,64.1,2021,07
1543,2021.08,강원도,63.8,2021,08
1544,2021.09,강원도,63.5,2021,09
1545,2021.10,강원도,63.7,2021,10
1546,2021.11,강원도,63.8,2021,11
1547,2021.12,강원도,58.7,2021,12
1548,2022.01,강원도,55.0,2022,01
1549,2022.02,강원도,58.7,2022,02
1550,2022.03,강원도,60.4,2022,03
1551,2022.04,강원도,62.6,2022,04
1552,2022.05,강원도,63.8,2022,05
1553,2022.06,강원도,63.9,2022,06
1554,2022.07,강원도,64.2,2022,07
1555,2022.08,강원도,64.0,2022,08
1556,2022.09,강원도,64.1,2022,09
1557,2022.10,강원도,63.9,2022,10
1558,2022.11,강원도,63.3,2022,11
1559,2022.12,강원도,58.2,2022,12
1560,2010.01,충청북도,53.9,2010,01
1561,2010.02,충청북도,55.3,2010,02
1562,2010.03,충청북도,58.8,2010,03
1563,2010.04,충청북도,61.1,2010,04
1564,2010.05,충청북도,61.3,2010,05
1565,2010.06,충청북도,61.9,2010,06
1566,2010.07,충청북도,61.6,2010,07
1567,2010.08,충청북도,61.2,2010,08
1568,2010.09,충청북도,60.8,2010,09
1569,2010.10,충청북도,60.7,2010,10
1570,2010.11,충청북도,59.8,2010,11
1571,2010.12,충청북도,57.2,2010,12
1572,2011.01,충청북도,54.7,2011,01
1573,2011.02,충청북도,55.9,2011,02
1574,2011.03,충청북도,58.8,2011,03
1575,2011.04,충청북도,61.4,2011,04
1576,2011.05,충청북도,62.6,2011,05
1577,2011.06,충청북도,62.3,2011,06
1578,2011.07,충청북도,61.5,2011,07
1579,2011.08,충청북도,61.0,2011,08
1580,2011.09,충청북도,60.2,2011,09
1581,2011.10,충청북도,60.8,2011,10
1582,2011.11,충청북도,59.8,2011,11
1583,2011.12,충청북도,55.3,2011,12
1584,2012.01,충청북도,53.7,2012,01
1585,2012.02,충청북도,54.6,2012,02
1586,2012.03,충청북도,57.8,2012,03
1587,2012.04,충청북도,60.1,2012,04
1588,2012.05,충청북도,61.9,2012,05
1589,2012.06,충청북도,61.5,2012,06
1590,2012.07,충청북도,61.4,2012,07
1591,2012.08,충청북도,59.6,2012,08
1592,2012.09,충청북도,60.3,2012,09
1593,2012.10,충청북도,60.4,2012,10
1594,2012.11,충청북도,59.2,2012,11
1595,2012.12,충청북도,55.7,2012,12
1596,2013.01,충청북도,53.5,2013,01
1597,2013.02,충청북도,55.1,2013,02
1598,2013.03,충청북도,58.1,2013,03
1599,2013.04,충청북도,60.8,2013,04
1600,2013.05,충청북도,61.8,2013,05
1601,2013.06,충청북도,62.7,2013,06
1602,2013.07,충청북도,62.3,2013,07
1603,2013.08,충청북도,61.2,2013,08
1604,2013.09,충청북도,61.5,2013,09
1605,2013.10,충청북도,62.4,2013,10
1606,2013.11,충청북도,62.1,2013,11
1607,2013.12,충청북도,57.9,2013,12
1608,2014.01,충청북도,56.6,2014,01
1609,2014.02,충청북도,58.5,2014,02
1610,2014.03,충청북도,59.8,2014,03
1611,2014.04,충청북도,62.7,2014,04
1612,2014.05,충청북도,63.9,2014,05
1613,2014.06,충청북도,64.2,2014,06
1614,2014.07,충청북도,64.4,2014,07
1615,2014.08,충청북도,63.7,2014,08
1616,2014.09,충청북도,64.0,2014,09
1617,2014.10,충청북도,63.9,2014,10
1618,2014.11,충청북도,63.4,2014,11
1619,2014.12,충청북도,58.7,2014,12
1620,2015.01,충청북도,57.0,2015,01
1621,2015.02,충청북도,58.8,2015,02
1622,2015.03,충청북도,60.5,2015,03
1623,2015.04,충청북도,62.8,2015,04
1624,2015.05,충청북도,63.4,2015,05
1625,2015.06,충청북도,63.8,2015,06
1626,2015.07,충청북도,63.8,2015,07
1627,2015.08,충청북도,63.7,2015,08
1628,2015.09,충청북도,64.3,2015,09
1629,2015.10,충청북도,64.6,2015,10
1630,2015.11,충청북도,64.2,2015,11
1631,2015.12,충청북도,61.6,2015,12
1632,2016.01,충청북도,58.2,2016,01
1633,2016.02,충청북도,58.8,2016,02
1634,2016.03,충청북도,61.6,2016,03
1635,2016.04,충청북도,62.1,2016,04
1636,2016.05,충청북도,63.1,2016,05
1637,2016.06,충청북도,63.2,2016,06
1638,2016.07,충청북도,63.3,2016,07
1639,2016.08,충청북도,63.1,2016,08
1640,2016.09,충청북도,62.9,2016,09
1641,2016.10,충청북도,63.1,2016,10
1642,2016.11,충청북도,63.2,2016,11
1643,2016.12,충청북도,61.1,2016,12
1644,2017.01,충청북도,58.3,2017,01
1645,2017.02,충청북도,58.2,2017,02
1646,2017.03,충청북도,61.2,2017,03
1647,2017.04,충청북도,63.2,2017,04
1648,2017.05,충청북도,64.2,2017,05
1649,2017.06,충청북도,64.0,2017,06
1650,2017.07,충청북도,63.6,2017,07
1651,2017.08,충청북도,63.7,2017,08
1652,2017.09,충청북도,65.3,2017,09
1653,2017.10,충청북도,64.6,2017,10
1654,2017.11,충청북도,63.6,2017,11
1655,2017.12,충청북도,61.0,2017,12
1656,2018.01,충청북도,59.5,2018,01
1657,2018.02,충청북도,59.3,2018,02
1658,2018.03,충청북도,62.1,2018,03
1659,2018.04,충청북도,64.3,2018,04
1660,2018.05,충청북도,64.4,2018,05
1661,2018.06,충청북도,65.8,2018,06
1662,2018.07,충청북도,65.1,2018,07
1663,2018.08,충청북도,64.6,2018,08
1664,2018.09,충청북도,64.2,2018,09
1665,2018.10,충청북도,64.2,2018,10
1666,2018.11,충청북도,64.5,2018,11
1667,2018.12,충청북도,61.4,2018,12
1668,2019.01,충청북도,60.1,2019,01
1669,2019.02,충청북도,60.7,2019,02
1670,2019.03,충청북도,62.3,2019,03
1671,2019.04,충청북도,63.2,2019,04
1672,2019.05,충청북도,64.3,2019,05
1673,2019.06,충청북도,63.6,2019,06
1674,2019.07,충청북도,63.7,2019,07
1675,2019.08,충청북도,63.9,2019,08
1676,2019.09,충청북도,63.8,2019,09
1677,2019.10,충청북도,64.1,2019,10
1678,2019.11,충청북도,63.3,2019,11
1679,2019.12,충청북도,61.5,2019,12
1680,2020.01,충청북도,61.0,2020,01
1681,2020.02,충청북도,61.7,2020,02
1682,2020.03,충청북도,62.8,2020,03
1683,2020.04,충청북도,63.1,2020,04
1684,2020.05,충청북도,64.5,2020,05
1685,2020.06,충청북도,64.7,2020,06
1686,2020.07,충청북도,64.5,2020,07
1687,2020.08,충청북도,63.7,2020,08
1688,2020.09,충청북도,63.7,2020,09
1689,2020.10,충청북도,63.1,2020,10
1690,2020.11,충청북도,63.8,2020,11
1691,2020.12,충청북도,61.6,2020,12
1692,2021.01,충청북도,58.8,2021,01
1693,2021.02,충청북도,60.9,2021,02
1694,2021.03,충청북도,62.6,2021,03
1695,2021.04,충청북도,63.4,2021,04
1696,2021.05,충청북도,64.4,2021,05
1697,2021.06,충청북도,64.4,2021,06
1698,2021.07,충청북도,63.9,2021,07
1699,2021.08,충청북도,64.5,2021,08
1700,2021.09,충청북도,64.2,2021,09
1701,2021.10,충청북도,64.9,2021,10
1702,2021.11,충청북도,64.6,2021,11
1703,2021.12,충청북도,63.5,2021,12
1704,2022.01,충청북도,61.8,2022,01
1705,2022.02,충청북도,62.7,2022,02
1706,2022.03,충청북도,64.5,2022,03
1707,2022.04,충청북도,65.2,2022,04
1708,2022.05,충청북도,66.1,2022,05
1709,2022.06,충청북도,66.5,2022,06
1710,2022.07,충청북도,65.8,2022,07
1711,2022.08,충청북도,65.9,2022,08
1712,2022.09,충청북도,65.4,2022,09
1713,2022.10,충청북도,65.9,2022,10
1714,2022.11,충청북도,65.7,2022,11
1715,2022.12,충청북도,63.3,2022,12
1716,2010.01,충청남도,55.4,2010,01
1717,2010.02,충청남도,55.7,2010,02
1718,2010.03,충청남도,57.9,2010,03
1719,2010.04,충청남도,61.3,2010,04
1720,2010.05,충청남도,62.2,2010,05
1721,2010.06,충청남도,62.7,2010,06
1722,2010.07,충청남도,62.2,2010,07
1723,2010.08,충청남도,62.1,2010,08
1724,2010.09,충청남도,62.0,2010,09
1725,2010.10,충청남도,61.9,2010,10
1726,2010.11,충청남도,61.3,2010,11
1727,2010.12,충청남도,58.0,2010,12
1728,2011.01,충청남도,55.4,2011,01
1729,2011.02,충청남도,56.8,2011,02
1730,2011.03,충청남도,60.2,2011,03
1731,2011.04,충청남도,62.2,2011,04
1732,2011.05,충청남도,63.8,2011,05
1733,2011.06,충청남도,64.4,2011,06
1734,2011.07,충청남도,62.5,2011,07
1735,2011.08,충청남도,61.8,2011,08
1736,2011.09,충청남도,61.5,2011,09
1737,2011.10,충청남도,62.7,2011,10
1738,2011.11,충청남도,61.8,2011,11
1739,2011.12,충청남도,58.2,2011,12
1740,2012.01,충청남도,55.8,2012,01
1741,2012.02,충청남도,56.1,2012,02
1742,2012.03,충청남도,60.3,2012,03
1743,2012.04,충청남도,63.2,2012,04
1744,2012.05,충청남도,64.2,2012,05
1745,2012.06,충청남도,63.7,2012,06
1746,2012.07,충청남도,63.9,2012,07
1747,2012.08,충청남도,62.7,2012,08
1748,2012.09,충청남도,63.1,2012,09
1749,2012.10,충청남도,63.5,2012,10
1750,2012.11,충청남도,62.5,2012,11
1751,2012.12,충청남도,58.7,2012,12
1752,2013.01,충청남도,56.7,2013,01
1753,2013.02,충청남도,56.5,2013,02
1754,2013.03,충청남도,61.6,2013,03
1755,2013.04,충청남도,64.2,2013,04
1756,2013.05,충청남도,65.1,2013,05
1757,2013.06,충청남도,65.1,2013,06
1758,2013.07,충청남도,65.3,2013,07
1759,2013.08,충청남도,64.4,2013,08
1760,2013.09,충청남도,64.6,2013,09
1761,2013.10,충청남도,64.1,2013,10
1762,2013.11,충청남도,63.9,2013,11
1763,2013.12,충청남도,60.2,2013,12
1764,2014.01,충청남도,58.4,2014,01
1765,2014.02,충청남도,58.5,2014,02
1766,2014.03,충청남도,61.9,2014,03
1767,2014.04,충청남도,63.5,2014,04
1768,2014.05,충청남도,63.6,2014,05
1769,2014.06,충청남도,64.3,2014,06
1770,2014.07,충청남도,64.6,2014,07
1771,2014.08,충청남도,63.3,2014,08
1772,2014.09,충청남도,64.2,2014,09
1773,2014.10,충청남도,63.8,2014,10
1774,2014.11,충청남도,63.5,2014,11
1775,2014.12,충청남도,58.8,2014,12
1776,2015.01,충청남도,58.1,2015,01
1777,2015.02,충청남도,59.2,2015,02
1778,2015.03,충청남도,61.2,2015,03
1779,2015.04,충청남도,63.1,2015,04
1780,2015.05,충청남도,64.2,2015,05
1781,2015.06,충청남도,64.3,2015,06
1782,2015.07,충청남도,63.9,2015,07
1783,2015.08,충청남도,62.9,2015,08
1784,2015.09,충청남도,63.7,2015,09
1785,2015.10,충청남도,63.8,2015,10
1786,2015.11,충청남도,62.6,2015,11
1787,2015.12,충청남도,60.0,2015,12
1788,2016.01,충청남도,57.7,2016,01
1789,2016.02,충청남도,57.6,2016,02
1790,2016.03,충청남도,59.7,2016,03
1791,2016.04,충청남도,61.9,2016,04
1792,2016.05,충청남도,63.0,2016,05
1793,2016.06,충청남도,63.1,2016,06
1794,2016.07,충청남도,63.3,2016,07
1795,2016.08,충청남도,63.1,2016,08
1796,2016.09,충청남도,63.8,2016,09
1797,2016.10,충청남도,63.5,2016,10
1798,2016.11,충청남도,63.3,2016,11
1799,2016.12,충청남도,60.4,2016,12
1800,2017.01,충청남도,57.8,2017,01
1801,2017.02,충청남도,57.2,2017,02
1802,2017.03,충청남도,60.2,2017,03
1803,2017.04,충청남도,63.0,2017,04
1804,2017.05,충청남도,63.6,2017,05
1805,2017.06,충청남도,64.2,2017,06
1806,2017.07,충청남도,63.8,2017,07
1807,2017.08,충청남도,63.7,2017,08
1808,2017.09,충청남도,64.4,2017,09
1809,2017.10,충청남도,64.1,2017,10
1810,2017.11,충청남도,63.9,2017,11
1811,2017.12,충청남도,61.5,2017,12
1812,2018.01,충청남도,59.5,2018,01
1813,2018.02,충청남도,58.9,2018,02
1814,2018.03,충청남도,61.2,2018,03
1815,2018.04,충청남도,63.9,2018,04
1816,2018.05,충청남도,64.9,2018,05
1817,2018.06,충청남도,64.6,2018,06
1818,2018.07,충청남도,65.8,2018,07
1819,2018.08,충청남도,65.5,2018,08
1820,2018.09,충청남도,65.9,2018,09
1821,2018.10,충청남도,65.4,2018,10
1822,2018.11,충청남도,65.5,2018,11
1823,2018.12,충청남도,61.4,2018,12
1824,2019.01,충청남도,60.8,2019,01
1825,2019.02,충청남도,61.0,2019,02
1826,2019.03,충청남도,63.7,2019,03
1827,2019.04,충청남도,64.5,2019,04
1828,2019.05,충청남도,65.1,2019,05
1829,2019.06,충청남도,64.7,2019,06
1830,2019.07,충청남도,64.5,2019,07
1831,2019.08,충청남도,64.0,2019,08
1832,2019.09,충청남도,64.2,2019,09
1833,2019.10,충청남도,65.2,2019,10
1834,2019.11,충청남도,64.2,2019,11
1835,2019.12,충청남도,61.9,2019,12
1836,2020.01,충청남도,59.1,2020,01
1837,2020.02,충청남도,59.4,2020,02
1838,2020.03,충청남도,60.9,2020,03
1839,2020.04,충청남도,62.3,2020,04
1840,2020.05,충청남도,63.2,2020,05
1841,2020.06,충청남도,64.0,2020,06
1842,2020.07,충청남도,64.2,2020,07
1843,2020.08,충청남도,64.0,2020,08
1844,2020.09,충청남도,63.9,2020,09
1845,2020.10,충청남도,64.7,2020,10
1846,2020.11,충청남도,63.2,2020,11
1847,2020.12,충청남도,60.0,2020,12
1848,2021.01,충청남도,56.7,2021,01
1849,2021.02,충청남도,58.7,2021,02
1850,2021.03,충청남도,61.6,2021,03
1851,2021.04,충청남도,63.6,2021,04
1852,2021.05,충청남도,64.7,2021,05
1853,2021.06,충청남도,64.7,2021,06
1854,2021.07,충청남도,65.0,2021,07
1855,2021.08,충청남도,64.9,2021,08
1856,2021.09,충청남도,65.2,2021,09
1857,2021.10,충청남도,65.4,2021,10
1858,2021.11,충청남도,64.3,2021,11
1859,2021.12,충청남도,61.6,2021,12
1860,2022.01,충청남도,59.2,2022,01
1861,2022.02,충청남도,59.4,2022,02
1862,2022.03,충청남도,62.9,2022,03
1863,2022.04,충청남도,64.1,2022,04
1864,2022.05,충청남도,65.5,2022,05
1865,2022.06,충청남도,65.6,2022,06
1866,2022.07,충청남도,66.2,2022,07
1867,2022.08,충청남도,66.4,2022,08
1868,2022.09,충청남도,66.5,2022,09
1869,2022.10,충청남도,67.1,2022,10
1870,2022.11,충청남도,66.2,2022,11
1871,2022.12,충청남도,61.9,2022,12
1872,2010.01,전라북도,53.4,2010,01
1873,2010.02,전라북도,53.9,2010,02
1874,2010.03,전라북도,56.0,2010,03
1875,2010.04,전라북도,57.8,2010,04
1876,2010.05,전라북도,59.5,2010,05
1877,2010.06,전라북도,59.6,2010,06
1878,2010.07,전라북도,58.6,2010,07
1879,2010.08,전라북도,57.6,2010,08
1880,2010.09,전라북도,57.6,2010,09
1881,2010.10,전라북도,58.2,2010,10
1882,2010.11,전라북도,57.0,2010,11
1883,2010.12,전라북도,54.4,2010,12
1884,2011.01,전라북도,52.5,2011,01
1885,2011.02,전라북도,53.0,2011,02
1886,2011.03,전라북도,56.0,2011,03
1887,2011.04,전라북도,58.5,2011,04
1888,2011.05,전라북도,59.5,2011,05
1889,2011.06,전라북도,59.6,2011,06
1890,2011.07,전라북도,58.7,2011,07
1891,2011.08,전라북도,59.0,2011,08
1892,2011.09,전라북도,59.1,2011,09
1893,2011.10,전라북도,59.6,2011,10
1894,2011.11,전라북도,59.1,2011,11
1895,2011.12,전라북도,55.9,2011,12
1896,2012.01,전라북도,52.9,2012,01
1897,2012.02,전라북도,53.2,2012,02
1898,2012.03,전라북도,55.9,2012,03
1899,2012.04,전라북도,57.9,2012,04
1900,2012.05,전라북도,59.6,2012,05
1901,2012.06,전라북도,59.5,2012,06
1902,2012.07,전라북도,59.0,2012,07
1903,2012.08,전라북도,59.1,2012,08
1904,2012.09,전라북도,59.8,2012,09
